time_ms,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate,reference_roll,reference_pitch,reference_yaw,reference_throttle,throttle_1,throttle_2,throttle_3,throttle_4,roll_predicted,pitch_predicted,yaw_predicted,roll_rate_predicted,pitch_rate_predicted,yaw_rate_predicted
27608,-0.003235,-0.023117,-0.026416,-0.002129,-0.001064,3e-06,-0.0,-0.0,-0.0,3.0,0.3261,0.322252,0.3261,0.329888,0.0,-163.480515,0.0,0.0,-5.840023,0.0
27628,-0.003359,-0.022997,-0.026417,-0.002104,0.001061,-0.001068,1.3e-05,-0.0,-0.0,3.0,0.3261,0.322224,0.3261,0.329915,0.0,-163.715158,0.0,8e-06,-5.930692,0.0
27648,-0.003361,-0.022875,-0.026417,-0.002104,0.002125,-0.001072,0.000948,-0.0,-0.0,3.0,0.3261,0.321925,0.3261,0.330205,3e-06,-163.954935,-0.0,0.00059,-6.120667,0.0
27668,-0.003727,-0.022879,-0.026421,-0.00104,0.002124,-0.001072,0.001863,-0.0,-0.0,3.0,0.3261,0.321344,0.3261,0.330764,4.6e-05,-164.20371,-5e-06,0.001872,-6.401637,4e-06
27688,-0.00397,-0.022883,-0.026546,2.4e-05,0.00106,-0.001069,0.002372,-0.0,-0.0,3.0,0.3261,0.320962,0.3261,0.331131,0.000172,-164.464934,-4.4e-05,0.003186,-6.759793,1.3e-05
27708,-0.003968,-0.023005,-0.026546,2.4e-05,-0.001068,-0.00106,0.00332,-0.0,-0.0,3.0,0.3261,0.320525,0.3261,0.331549,0.000537,-164.741409,-0.000278,0.004477,-7.174428,2.8e-05
27728,-0.003844,-0.023003,-0.026667,0.001064,-0.002128,8e-06,0.004166,-0.0,-0.0,3.0,0.3261,0.320187,0.3261,0.331871,-0.006111,-165.034988,0.006557,0.004676,-7.616809,4.8e-05
27748,-0.003843,-0.023126,-0.026667,-0.0,-0.003193,1.2e-05,0.004624,-0.0,-0.0,3.0,0.3261,0.319971,0.3261,0.332077,-0.000257,-165.346252,0.000946,0.00934,-8.050171,8.2e-05
27768,-0.003597,-0.023244,-0.026665,-0.001064,-0.003193,1.1e-05,0.006123,-0.0,-0.0,3.0,0.3261,0.319399,0.3261,0.33262,0.000194,-165.674215,0.000881,0.010827,-8.431884,0.000129
27788,-0.003477,-0.023121,-0.026663,-0.001064,-0.002128,7e-06,0.006687,-0.0,-0.0,3.0,0.3261,0.319217,0.3261,0.332792,0.000562,-166.01615,0.00102,0.012256,-8.71851,0.000186
27808,-0.003482,-0.022755,-0.026662,0.0,0.0,0.0,0.007659,-0.0,-0.0,3.0,0.3261,0.318751,0.3261,0.333231,0.000981,-166.36767,0.001278,0.013446,-8.873408,0.000251
27828,-0.003485,-0.022632,-0.02654,2.4e-05,0.001061,-0.001068,0.008574,-0.0,-0.0,3.0,0.3261,0.318337,0.3261,0.333621,0.001537,-166.723123,0.001686,0.014593,-8.874965,0.000324
27848,-0.003729,-0.022514,-0.026665,-0.001016,0.00212,-0.002137,0.009493,-0.0,-0.0,3.0,0.3261,0.317726,0.3261,0.334192,0.002375,-167.076293,0.002363,0.015503,-8.722329,0.000401
27868,-0.003485,-0.02251,-0.026662,-0.00104,0.002125,-0.001072,0.009957,-0.0,-0.0,3.0,0.3261,0.317578,0.3261,0.33433,0.00385,-167.421257,0.003656,0.015641,-8.436025,0.00048
27888,-0.003239,-0.022507,-0.026781,-0.00104,0.001061,-0.001068,0.010907,-0.0,-0.0,3.0,0.3261,0.31712,0.3261,0.334757,0.007393,-167.753183,0.007008,0.014457,-8.053019,0.000555
27908,-0.003358,-0.022753,-0.026783,-0.001064,-0.001064,4e-06,0.011793,-0.0,-0.0,3.0,0.3261,0.316729,0.3261,0.335119,0.035527,-168.068849,0.034952,0.007282,-7.618418,0.000615
27928,-0.003236,-0.022873,-0.02666,-0.001064,-0.002128,7e-06,0.01309,-0.0,-0.0,3.0,0.3261,0.315945,0.3261,0.335844,-0.007051,-168.359051,-0.006404,-0.082739,-7.176799,-0.000667
27948,-0.003236,-0.022995,-0.026538,-0.0,-0.002128,7e-06,0.013676,-0.0,-0.0,3.0,0.3261,0.315483,0.3261,0.336268,-0.004849,-168.639809,-0.00173,-0.017109,-6.766198,-0.000891
27968,-0.003239,-0.022873,-0.026416,0.001064,-0.002128,7e-06,0.014755,-0.0,-0.0,3.0,0.3261,0.314699,0.3261,0.336984,-0.003572,-168.904984,0.000127,0.010827,-6.416723,-0.00091
27988,-0.00336,-0.022996,-0.026295,0.001089,-0.002132,-0.001057,0.01566,-0.0,-0.0,3.0,0.3261,0.314186,0.3261,0.337451,-0.002343,-169.157361,0.001078,0.023337,-6.149441,-0.000851
28008,-0.003362,-0.022996,-0.026173,0.001089,-0.001068,-0.001061,0.016568,-0.0,-0.0,3.0,0.3261,0.31356,0.3261,0.338018,-0.001122,-169.400449,0.001544,0.029452,-5.977664,-0.000758
28028,-0.003243,-0.022994,-0.025928,0.001064,-0.001064,3e-06,0.017028,-0.0,-0.0,3.0,0.3261,0.313213,0.3261,0.33833,0.000136,-169.638192,0.001674,0.032692,-5.908554,-0.00065
28048,-0.003123,-0.022992,-0.025682,-0.0,-0.001064,3e-06,0.018268,-0.0,-0.0,3.0,0.3261,0.312739,0.3261,0.338756,0.001495,-169.874744,0.001498,0.034946,-5.944437,-0.000534
28068,-0.00276,-0.022866,-0.025556,2.4e-05,-3e-06,-0.001064,0.019014,-0.0,-0.0,3.0,0.3261,0.312421,0.3261,0.339042,0.003098,-170.114291,0.000951,0.036702,-6.083465,-0.000408
28088,-0.002276,-0.022737,-0.025306,2.4e-05,-0.001067,-0.001062,0.019836,-0.0,-0.0,3.0,0.3261,0.311883,0.3261,0.339522,0.005201,-170.36088,-0.000195,0.037638,-6.319523,-0.000274
28108,-0.001916,-0.02261,-0.024936,2.4e-05,-0.001066,-0.001062,0.020394,-0.0,-0.0,3.0,0.3261,0.311656,0.3261,0.339724,0.008474,-170.618239,-0.002606,0.037191,-6.641425,-0.000132
28128,-0.001673,-0.022729,-0.024689,4.8e-05,-4e-06,-0.002129,0.021534,-0.0,-0.0,3.0,0.3261,0.311121,0.3261,0.340199,0.015534,-170.889555,-0.00893,0.034049,-7.031618,1.3e-05
28148,-0.001189,-0.022601,-0.024439,4.8e-05,0.001062,-0.00213,0.022421,-0.0,-0.0,3.0,0.3261,0.31062,0.3261,0.340641,0.056877,-171.177144,-0.04972,0.019424,-7.464833,0.000141
28168,-0.000334,-0.022834,-0.024185,2.4e-05,0.001064,-0.001065,0.02331,-0.0,-0.0,3.0,0.3261,0.310299,0.3261,0.340924,-0.033892,-171.479747,0.040134,0.062923,-7.90751,0.000161
28188,0.000395,-0.022826,-0.023933,4.9e-05,0.001065,-0.002129,0.024193,-0.0,-0.0,3.0,0.3261,0.309914,0.3261,0.341262,-0.010444,-171.8023,0.018534,0.087837,-8.319056,0.000531
28208,0.001125,-0.022817,-0.02368,0.001088,0.001065,-0.001063,0.024764,-0.0,-0.0,3.0,0.3261,0.309679,0.3261,0.341468,-0.003777,-172.140396,0.014414,0.083658,-8.654992,0.000962
28228,0.002221,-0.022926,-0.023302,0.002153,2e-06,-0.001065,0.025413,-0.0,-0.0,3.0,0.3261,0.309463,0.3261,0.341658,-5e-06,-172.490301,0.013429,0.077141,-8.873987,0.001379
