time_ms,roll,pitch,yaw,reference_roll,reference_pitch,reference_yaw,reference_throttle,throttle_1,throttle_2,throttle_3,throttle_4,roll_predicted,pitch_predicted,yaw_predicted,roll_rate_predicted,pitch_rate_predicted,yaw_rate_predicted,value1,value2,value3,value4,value5,value6
146403,-0.004718,0.00103,-0.133771,0.0,-0.0,-0.0,3.0,0.3261,0.322062,0.3261,0.330072,,,,,,,-0.005806,-0.002951,-0.117222,-0.043583,-1.3e-05,-0.00086
146423,-0.004475,0.001046,-0.133771,0.000939,-0.0,-0.0,3.0,0.3261,0.32613,0.3261,0.32607,,,,,,,-0.005442,-0.002951,-0.117239,-0.043352,-1.1e-05,-0.00087
146443,-0.004458,0.000802,-0.133772,0.002786,-0.0,-0.0,3.0,0.3261,0.32043,0.3261,0.331639,,,,,,,-0.005449,-0.002951,-0.117257,0.004755,-9e-06,-0.000869
146463,-0.00458,0.000794,-0.133772,0.003708,-0.0,-0.0,3.0,0.3261,0.319553,0.3261,0.332474,,,,,,,-0.005448,-0.002951,-0.117274,0.049961,5e-06,-0.000855
146483,-0.00458,0.000794,-0.133772,0.00502,-0.0,-0.0,3.0,0.3261,0.320381,0.3261,0.331687,,,,,,,-0.005335,-0.002951,-0.117291,0.025118,2.9e-05,-0.000853
146503,-0.004328,0.000689,-0.133772,0.007038,-0.0,-0.0,3.0,0.3261,0.319618,0.3261,0.332412,,,,,,,-0.005218,-0.002951,-0.117309,0.000935,4.1e-05,-0.000863
146523,-0.003841,0.000721,-0.133773,0.009651,-0.0,-0.0,3.0,0.3261,0.312766,0.3261,0.338732,,,,,,,-0.005318,-0.00295,-0.117326,0.043556,4.2e-05,-0.000862
146543,-0.003606,0.000859,-0.133894,0.011305,-0.0,-0.0,3.0,0.3261,0.311284,0.3261,0.340054,,,,,,,-0.005065,-0.00295,-0.117343,0.04027,5.6e-05,-0.00086
146563,-0.003257,0.001127,-0.133894,0.01257,-0.0,-0.0,3.0,0.3261,0.313791,0.3261,0.337809,,,,,,,-0.004681,-0.002949,-0.11736,0.017972,2.1e-05,-0.00087
146583,-0.002891,0.001152,-0.133894,0.014733,-0.0,-0.0,3.0,0.3261,0.31807,0.3261,0.333871,,,,,,,-0.00409,-0.002949,-0.117378,-0.002039,2.4e-05,-0.000881
146603,-0.002412,0.001306,-0.133894,0.016543,-0.0,-0.0,3.0,0.3261,0.319288,0.3261,0.332724,,,,,,,-0.0036,-0.002948,-0.117395,0.00364,-2.1e-05,-0.000879
146623,-0.001787,0.001104,-0.133895,0.018339,-0.0,-0.0,3.0,0.3261,0.320752,0.3261,0.331332,,,,,,,-0.003011,-0.002948,-0.117413,0.031048,-1.6e-05,-0.000878
146643,-0.000934,0.001161,-0.134017,0.019241,-0.0,-0.0,3.0,0.3261,0.317156,0.3261,0.334724,,,,,,,-0.002519,-0.002948,-0.11743,0.078434,-2.4e-05,-0.000876
146663,-0.000187,0.000966,-0.134258,0.020251,-0.0,-0.0,3.0,0.3261,0.313385,0.3261,0.338176,,,,,,,-0.001908,-0.002948,-0.117448,0.076594,-8e-06,-0.000886
146683,0.000803,0.000788,-0.134379,0.021815,-0.0,-0.0,3.0,0.3261,0.312429,0.3261,0.339034,,,,,,,-0.001177,-0.002947,-0.117465,0.049886,2.1e-05,-0.000884
146703,0.001794,0.00061,-0.134525,0.025095,-0.0,-0.0,3.0,0.3261,0.316443,0.3261,0.335384,,,,,,,-7.7e-05,-0.002947,-0.117483,-0.021083,2.6e-05,-0.000895
146723,0.002647,0.000668,-0.134645,0.026575,-0.0,-0.0,3.0,0.3261,0.315807,0.3261,0.33597,,,,,,,0.000796,-0.002947,-0.117502,0.020216,4.5e-05,-0.000907
146743,0.003386,0.000596,-0.134766,0.028028,-0.0,-0.0,3.0,0.3261,0.321454,0.3261,0.330658,,,,,,,0.001898,-0.002947,-0.11752,0.047186,1.7e-05,-0.00093
146763,0.003995,0.000637,-0.134766,0.02925,-0.0,-0.0,3.0,0.3261,0.325325,0.3261,0.326873,,,,,,,0.002997,-0.002947,-0.117539,0.024883,1.1e-05,-0.00094
146783,0.005099,0.000589,-0.134885,0.030994,-0.0,-0.0,3.0,0.3261,0.325414,0.3261,0.326784,,,,,,,0.003857,-0.002947,-0.117558,0.075146,-1.8e-05,-0.00095
146803,0.006439,0.00068,-0.135005,0.032726,-0.0,-0.0,3.0,0.3261,0.31955,0.3261,0.332477,,,,,,,0.004727,-0.002948,-0.117577,0.120151,-2.2e-05,-0.00096
146823,0.007909,0.000657,-0.135004,0.034419,-0.0,-0.0,3.0,0.3261,0.308874,0.3261,0.342171,,,,,,,0.005473,-0.002948,-0.117596,0.189058,-2.7e-05,-0.00097
146843,0.009248,0.000748,-0.135123,0.035683,-0.0,-0.0,3.0,0.3261,0.307092,0.3261,0.34371,,,,,,,0.0067,-0.002948,-0.117615,0.140394,-2e-05,-0.000968
146863,0.010596,0.000717,-0.13512,0.037179,-0.0,-0.0,3.0,0.3261,0.310535,0.3261,0.340716,,,,,,,0.008165,-0.002948,-0.117634,0.022618,-1.5e-05,-0.000966
146883,0.012188,0.000703,-0.135238,0.039663,-0.0,-0.0,3.0,0.3261,0.319887,0.3261,0.332157,,,,,,,0.009864,-0.002949,-0.117654,-0.021499,-1.7e-05,-0.000976
146903,0.013771,0.00081,-0.135235,0.041168,-0.0,-0.0,3.0,0.3261,0.322475,0.3261,0.329672,,,,,,,0.011455,-0.002949,-0.117673,0.002024,-1.7e-05,-0.000974
146923,0.015006,0.00065,-0.135376,0.042017,-0.0,-0.0,3.0,0.3261,0.323976,0.3261,0.328206,,,,,,,0.013038,-0.002949,-0.117693,0.05209,-2.9e-05,-0.000983
146943,0.016581,0.00088,-0.135494,0.043476,-0.0,-0.0,3.0,0.3261,0.329087,0.3261,0.323076,,,,,,,0.014742,-0.002949,-0.117712,0.054051,-3e-05,-0.000983
146963,0.018441,0.000518,-0.135606,0.045072,-0.0,-0.0,3.0,0.3261,0.332662,0.3261,0.319355,,,,,,,0.016552,-0.00295,-0.117732,0.082432,-2.9e-05,-0.000993
146983,0.020268,0.000643,-0.135721,0.046631,-0.0,-0.0,3.0,0.3261,0.326721,0.3261,0.325478,,,,,,,0.018162,-0.00295,-0.117752,0.124138,-1.6e-05,-0.001002
147003,0.022371,0.000298,-0.13583,0.048175,-0.0,-0.0,3.0,0.3261,0.324456,0.3261,0.327733,,,,,,,0.019863,-0.00295,-0.117772,0.148195,-4e-06,-0.001012
147023,0.024451,0.000319,-0.135966,0.050071,-0.0,-0.0,3.0,0.3261,0.324347,0.3261,0.327841,,,,,,,0.021849,-0.002951,-0.117793,0.142538,-2e-06,-0.001021
147043,0.026416,0.000208,-0.135954,0.051325,-0.0,-0.0,3.0,0.3261,0.322979,0.3261,0.329181,,,,,,,0.02382,-0.002951,-0.117813,0.116679,-2e-06,-0.001032
147063,0.02873,0.000367,-0.136065,0.052912,-0.0,-0.0,3.0,0.3261,0.327694,0.3261,0.324495,,,,,,,0.026027,-0.002952,-0.117834,0.095085,-2.4e-05,-0.001041
147083,0.030686,0.00038,-0.136174,0.054272,-0.0,-0.0,3.0,0.3261,0.326016,0.3261,0.326184,,,,,,,0.028122,-0.002953,-0.117855,0.095049,-4.6e-05,-0.00105
147103,0.032888,0.00041,-0.136306,0.055311,-0.0,-0.0,3.0,0.3261,0.324055,0.3261,0.328128,,,,,,,0.029972,-0.002954,-0.117876,0.119252,-6.9e-05,-0.001061
147123,0.034715,0.000537,-0.136417,0.056833,-0.0,-0.0,3.0,0.3261,0.329042,0.3261,0.323122,,,,,,,0.032289,-0.002955,-0.117897,0.051528,-8e-05,-0.001057
147143,0.036566,0.000299,-0.13652,0.058196,-0.0,-0.0,3.0,0.3261,0.331208,0.3261,0.320881,,,,,,,0.03435,-0.002956,-0.117918,0.031449,-7.9e-05,-0.001066
147163,0.038533,0.000191,-0.136649,0.059556,-0.0,-0.0,3.0,0.3261,0.33457,0.3261,0.317321,,,,,,,0.036422,-0.002957,-0.11794,0.058151,-8.8e-05,-0.001076
147183,0.040376,7.5e-05,-0.136753,0.060223,-0.0,-0.0,3.0,0.3261,0.332493,0.3261,0.319533,,,,,,,0.038253,-0.002958,-0.117961,0.102383,-6.1e-05,-0.001097
147203,0.042213,8.1e-05,-0.136883,0.061137,-0.0,-0.0,3.0,0.3261,0.329845,0.3261,0.322296,,,,,,,0.039971,-0.00296,-0.117983,0.14666,-4.7e-05,-0.001105
147223,0.044186,-0.000148,-0.136982,0.062417,-0.0,-0.0,3.0,0.3261,0.330543,0.3261,0.321574,,,,,,,0.041934,-0.002961,-0.118005,0.12091,-3.4e-05,-0.001117
147243,0.046632,-9.9e-05,-0.137105,0.06359,-0.0,-0.0,3.0,0.3261,0.327851,0.3261,0.324337,,,,,,,0.04379,-0.002962,-0.118028,0.143378,-5.7e-05,-0.001124
147263,0.048824,5.4e-05,-0.137208,0.065637,-0.0,-0.0,3.0,0.3261,0.324731,0.3261,0.327462,,,,,,,0.045892,-0.002963,-0.11805,0.11733,-6.7e-05,-0.001134
147283,0.05114,0.000214,-0.137214,0.066503,-0.0,-0.0,3.0,0.3261,0.323197,0.3261,0.328969,,,,,,,0.047857,-0.002965,-0.118073,0.115698,-6.6e-05,-0.00113
147303,0.052974,0.000221,-0.137315,0.067882,-0.0,-0.0,3.0,0.3261,0.329756,0.3261,0.322387,,,,,,,0.050306,-0.002966,-0.118096,0.048106,-8.8e-05,-0.00114
