time_ms,roll,pitch,yaw,reference_roll,reference_pitch,reference_yaw,reference_throttle,throttle_1,throttle_2,throttle_3,throttle_4,roll_predicted,pitch_predicted,yaw_predicted,roll_rate_predicted,pitch_rate_predicted,yaw_rate_predicted,value1,value2,value3,value4,value5,value6
201617,0.002525,-0.01863,-0.269447,0.0,-0.0,-0.0,2.0,0.282024,0.27715,0.282024,0.28678,,,,,,,0.003255,-0.013047,-0.171676,-0.0001,-3.5e-05,3.6e-05
201637,0.002387,-0.018525,-0.269448,0.087266,-0.0,-0.0,2.0,0.282024,0.204767,0.282024,0.336499,,,,,,,0.003118,-0.013048,-0.171676,-1.3e-05,-2.5e-05,3.6e-05
201657,0.00204,-0.018696,-0.269335,0.087266,-0.0,-0.0,2.0,0.282024,0.198065,0.282024,0.339569,,,,,,,0.002772,-0.013049,-0.171675,-0.000407,-4.2e-05,4.7e-05
201677,0.002176,-0.018799,-0.269169,0.087266,-0.0,-0.0,2.0,0.282024,0.202692,0.282024,0.337472,,,,,,,0.002769,-0.013049,-0.171674,0.027354,-5.2e-05,6.4e-05
201697,0.003263,-0.018652,-0.269042,0.087266,-0.0,-0.0,2.0,0.282024,0.214684,0.282024,0.331549,,,,,,,0.003614,-0.01305,-0.171673,0.075607,-3.7e-05,7.6e-05
201717,0.005627,-0.018825,-0.269019,0.087266,-0.0,-0.0,2.0,0.282024,0.227112,0.282024,0.324622,,,,,,,0.005596,-0.013051,-0.171671,0.151578,-5.5e-05,7.8e-05
201737,0.009444,-0.018802,-0.269142,0.087266,-0.0,-0.0,2.0,0.282024,0.242696,0.282024,0.314688,,,,,,,0.009065,-0.013052,-0.17167,0.22092,-5.2e-05,6.6e-05
201757,0.01473,-0.018698,-0.269425,0.087266,-0.0,-0.0,2.0,0.282024,0.25809,0.282024,0.303339,,,,,,,0.013987,-0.013053,-0.171669,0.293602,-4.2e-05,3.7e-05
201777,0.021382,-0.018654,-0.26984,0.087266,-0.0,-0.0,2.0,0.282024,0.274682,0.282024,0.289101,,,,,,,0.020378,-0.013054,-0.171668,0.34544,-3.7e-05,-4e-06
201797,0.029416,-0.018785,-0.270375,0.087266,-0.0,-0.0,2.0,0.282024,0.288938,0.282024,0.274857,,,,,,,0.028151,-0.013054,-0.171669,0.397434,-5e-05,-5.8e-05
201817,0.03866,-0.018743,-0.270975,0.087266,-0.0,-0.0,2.0,0.282024,0.303694,0.282024,0.257642,,,,,,,0.037135,-0.013055,-0.17167,0.449341,-4.6e-05,-0.000117
201837,0.048666,-0.018837,-0.271568,0.087266,-0.0,-0.0,2.0,0.282024,0.312724,0.282024,0.245525,,,,,,,0.046776,-0.013056,-0.171673,0.521924,-5.5e-05,-0.000176
201857,0.058809,-0.019025,-0.272113,0.087266,-0.0,-0.0,2.0,0.282024,0.319193,0.282024,0.235913,,,,,,,0.05692,-0.013058,-0.171677,0.521819,-7.4e-05,-0.000231
201877,0.068865,-0.019463,-0.272612,0.087266,-0.0,-0.0,2.0,0.282024,0.325237,0.282024,0.226068,,,,,,,0.067217,-0.01306,-0.171682,0.473691,-0.000117,-0.00028
201897,0.078786,-0.019799,-0.272892,0.087266,-0.0,-0.0,2.0,0.282024,0.328397,0.282024,0.220526,,,,,,,0.077155,-0.013062,-0.171688,0.470356,-0.000151,-0.000307
201917,0.087719,-0.020141,-0.273123,0.087266,-0.0,-0.0,2.0,0.282024,0.327641,0.282024,0.22188,,,,,,,0.086336,-0.013065,-0.171694,0.420943,-0.000185,-0.00033
201937,0.095569,-0.020642,-0.273181,0.087266,-0.0,-0.0,2.0,0.282024,0.326695,0.282024,0.223548,,,,,,,0.094544,-0.01307,-0.171701,0.349669,-0.000234,-0.000335
201957,0.10214,-0.020824,-0.273238,0.087266,-0.0,-0.0,2.0,0.282024,0.32,0.282024,0.234649,,,,,,,0.10127,-0.013074,-0.171708,0.318611,-0.000252,-0.00034
201977,0.107341,-0.020955,-0.273185,0.087266,-0.0,-0.0,2.0,0.282024,0.316425,0.282024,0.240132,,,,,,,0.106963,-0.01308,-0.171714,0.220891,-0.000265,-0.000334
201997,0.111165,-0.020908,-0.273202,0.087266,-0.0,-0.0,2.0,0.282024,0.310041,0.282024,0.249271,,,,,,,0.11115,-0.013085,-0.171721,0.148489,-0.000259,-0.000335
202017,0.113724,-0.020674,-0.273125,0.087266,-0.0,-0.0,2.0,0.282024,0.301264,0.282024,0.260678,,,,,,,0.113848,-0.01309,-0.171727,0.120713,-0.000236,-0.000327
202037,0.114818,-0.020523,-0.273122,0.087266,-0.0,-0.0,2.0,0.282024,0.29364,0.282024,0.269676,,,,,,,0.115305,-0.013095,-0.171734,0.048299,-0.00022,-0.000326
202057,0.114818,-0.020523,-0.273122,0.087266,-0.0,-0.0,2.0,0.282024,0.286314,0.282024,0.277639,,,,,,,0.115669,-0.013099,-0.17174,-0.02405,-0.000219,-0.000325
202077,0.114207,-0.020607,-0.273102,0.087266,-0.0,-0.0,2.0,0.282024,0.281451,0.282024,0.282596,,,,,,,0.11517,-0.013103,-0.171747,-0.046296,-0.000227,-0.000322
202097,0.11312,-0.020759,-0.273153,0.087266,-0.0,-0.0,2.0,0.282024,0.275834,0.282024,0.288025,,,,,,,0.114093,-0.013108,-0.171753,-0.04838,-0.000242,-0.000327
202117,0.11201,-0.02079,-0.273162,0.087266,-0.0,-0.0,2.0,0.282024,0.275714,0.282024,0.288137,,,,,,,0.11299,-0.013113,-0.17176,-0.049679,-0.000245,-0.000327
202137,0.111148,-0.020787,-0.273208,0.087266,-0.0,-0.0,2.0,0.282024,0.277349,0.282024,0.28659,,,,,,,0.112121,-0.013118,-0.171767,-0.048297,-0.000244,-0.000331
202157,0.11089,-0.020701,-0.273226,0.087266,-0.0,-0.0,2.0,0.282024,0.280239,0.282024,0.283793,,,,,,,0.111621,-0.013122,-0.171773,-9.9e-05,-0.000235,-0.000332
202177,0.111011,-0.020691,-0.273104,0.087266,-0.0,-0.0,2.0,0.282024,0.284874,0.282024,0.279132,,,,,,,0.111741,-0.013127,-0.17178,-6.4e-05,-0.000233,-0.000319
202197,0.111735,-0.020589,-0.27307,0.087266,-0.0,-0.0,2.0,0.282024,0.288462,0.282024,0.275367,,,,,,,0.112223,-0.013132,-0.171786,0.048196,-0.000223,-0.000315
202217,0.112717,-0.020582,-0.272901,0.087266,-0.0,-0.0,2.0,0.282024,0.293555,0.282024,0.269772,,,,,,,0.113205,-0.013136,-0.171792,0.04841,-0.000222,-0.000298
202237,0.113964,-0.020662,-0.272764,0.087266,-0.0,-0.0,2.0,0.282024,0.295956,0.282024,0.267024,,,,,,,0.114435,-0.01314,-0.171798,0.051699,-0.000229,-0.000283
202257,0.115437,-0.020588,-0.272621,0.087266,-0.0,-0.0,2.0,0.282024,0.297293,0.282024,0.265462,,,,,,,0.115797,-0.013145,-0.171804,0.073703,-0.000221,-0.000269
202277,0.117039,-0.02061,-0.272532,0.087266,-0.0,-0.0,2.0,0.282024,0.299717,0.282024,0.262568,,,,,,,0.117285,-0.01315,-0.171809,0.096554,-0.000223,-0.000259
202297,0.118512,-0.020536,-0.272387,0.087266,-0.0,-0.0,2.0,0.282024,0.302706,0.282024,0.258887,,,,,,,0.118999,-0.013154,-0.171814,0.048495,-0.000215,-0.000244
202317,0.120122,-0.020558,-0.272345,0.087266,-0.0,-0.0,2.0,0.282024,0.303143,0.282024,0.258338,,,,,,,0.120585,-0.013158,-0.171819,0.053159,-0.000217,-0.00024
202337,0.121587,-0.020469,-0.272382,0.087266,-0.0,-0.0,2.0,0.282024,0.303179,0.282024,0.258292,,,,,,,0.121954,-0.013163,-0.171824,0.072426,-0.000208,-0.000243
202357,0.122593,-0.020575,-0.272368,0.087266,-0.0,-0.0,2.0,0.282024,0.302182,0.282024,0.259541,,,,,,,0.123185,-0.013167,-0.171829,0.02754,-0.000218,-0.000241
202377,0.123455,-0.02057,-0.272435,0.087266,-0.0,-0.0,2.0,0.282024,0.300688,0.282024,0.261386,,,,,,,0.124064,-0.013171,-0.171833,0.024199,-0.000217,-0.000247
202397,0.123962,-0.020624,-0.272452,0.087266,-0.0,-0.0,2.0,0.282024,0.299016,0.282024,0.263413,,,,,,,0.124571,-0.013176,-0.171838,0.02414,-0.000222,-0.000248
