time_ms,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate,reference_roll,reference_pitch,reference_yaw,reference_throttle,throttle_1,throttle_2,throttle_3,throttle_4,roll_predicted,pitch_predicted,yaw_predicted,roll_rate_predicted,pitch_rate_predicted,yaw_rate_predicted
86023,0.001094,-0.000266,0.039315,0.0,0.0,0.0,0.0,-0.0,-0.0,2.0,0.282024,0.270713,0.282024,0.292717,,,,,,
86043,0.001216,-0.000268,0.039437,0.0,-0.001064,-1e-06,0.0,-0.0,-0.0,2.0,0.282024,0.270721,0.282024,0.29271,,,,,,
86063,0.00134,-0.000149,0.039559,0.0,-0.001063,-0.001066,0.000466,-0.0,-0.0,2.0,0.282024,0.270583,0.282024,0.292834,,,,,,
86083,0.001467,9.3e-05,0.039559,-0.0,-0.001063,-0.001066,0.001389,-0.0,-0.0,2.0,0.282024,0.270302,0.282024,0.293084,,,,,,
86103,0.001592,0.000213,0.039559,-0.001064,0.0,0.0,0.002403,-0.0,-0.0,2.0,0.282024,0.269928,0.282024,0.293416,,,,,,
86123,0.001589,9.1e-05,0.039681,-0.001064,-0.001064,-2e-06,0.002403,-0.0,-0.0,2.0,0.282024,0.267913,0.282024,0.295186,,,,,,
86143,0.001343,-2.7e-05,0.039803,-0.001064,1e-06,-0.001064,0.004149,-0.0,-0.0,2.0,0.282024,0.267108,0.282024,0.295884,,,,,,
86163,0.001096,-0.000144,0.039803,-0.001064,1e-06,-0.001064,0.004598,-0.0,-0.0,2.0,0.282024,0.266843,0.282024,0.296112,,,,,,
86183,0.001094,-0.000266,0.039803,-0.001064,0.0,0.0,0.005817,-0.0,-0.0,2.0,0.282024,0.268218,0.282024,0.29492,,,,,,
86203,0.001094,-0.000266,0.039803,0.0,-0.001064,-1e-06,0.006475,-0.0,-0.0,2.0,0.282024,0.267907,0.282024,0.295191,,,,,,
86223,0.001096,-0.000144,0.039925,0.0,-0.001063,-0.001065,0.007453,-0.0,-0.0,2.0,0.282024,0.267454,0.282024,0.295584,,,,,,
86243,0.001465,-2.9e-05,0.039803,0.0,2e-06,-0.001064,0.00837,-0.0,-0.0,2.0,0.282024,0.267177,0.282024,0.295823,,,,,,
86263,0.001709,-3.4e-05,0.039803,-0.001064,0.0,0.0,0.009286,-0.0,-0.0,2.0,0.282024,0.266846,0.282024,0.296109,,,,,,
86283,0.001711,8.8e-05,0.039925,-0.0,-0.001064,-2e-06,0.010358,-0.0,-0.0,2.0,0.282024,0.26434,0.282024,0.298241,,,,,,
86303,0.001465,-2.9e-05,0.039925,-0.001064,-0.001063,-0.001066,0.010358,-0.0,-0.0,2.0,0.282024,0.26423,0.282024,0.298333,,,,,,
86323,0.00134,-0.000149,0.039803,-0.001064,1e-06,-0.001064,0.012096,-0.0,-0.0,2.0,0.282024,0.263359,0.282024,0.299061,,,,,,
86343,0.001338,-0.000271,0.039803,-0.001064,0.0,0.0,0.012832,-0.0,-0.0,2.0,0.282024,0.262912,0.282024,0.299432,,,,,,
86363,0.001335,-0.000393,0.039925,0.0,-0.001063,-0.001066,0.013345,-0.0,-0.0,2.0,0.282024,0.262558,0.282024,0.299725,,,,,,
86383,0.001338,-0.000271,0.040047,0.0,-0.001063,-0.001066,0.014378,-0.0,-0.0,2.0,0.282024,0.264098,0.282024,0.298444,,,,,,
86403,0.001706,-0.000156,0.039803,0.0,-0.001064,-2e-06,0.015348,-0.0,-0.0,2.0,0.282024,0.263696,0.282024,0.29878,,,,,,
86423,0.001831,-3.7e-05,0.039925,-0.001064,0.0,0.0,0.0163,-0.0,-0.0,2.0,0.282024,0.263297,0.282024,0.299112,,,,,,
86443,0.001955,8.3e-05,0.040047,-0.0,-0.001064,-2e-06,0.017223,-0.0,-0.0,2.0,0.282024,0.262799,0.282024,0.299526,,,,,,
86463,0.001833,8.5e-05,0.040047,-0.0,2e-06,-0.001064,0.017674,-0.0,-0.0,2.0,0.282024,0.260514,0.282024,0.301397,,,,,,
86483,0.001709,-3.4e-05,0.040047,-0.001064,2e-06,-0.001064,0.018794,-0.0,-0.0,2.0,0.282024,0.259855,0.282024,0.30193,,,,,,
86503,0.001706,-0.000156,0.040047,-0.001064,0.0,0.0,0.019444,-0.0,-0.0,2.0,0.282024,0.259396,0.282024,0.302299,,,,,,
86523,0.001582,-0.000276,0.040291,0.0,-0.001064,-2e-06,0.020684,-0.0,-0.0,2.0,0.282024,0.258666,0.282024,0.302882,,,,,,
86543,0.001584,-0.000154,0.040413,0.0,-0.001063,-0.001066,0.021192,-0.0,-0.0,2.0,0.282024,0.26032,0.282024,0.301555,,,,,,
86563,0.001831,-3.7e-05,0.040291,0.0,-0.001062,-0.001066,0.021747,-0.0,-0.0,2.0,0.282024,0.260103,0.282024,0.30173,,,,,,
86583,0.002199,7.8e-05,0.040291,0.0,0.0,0.0,0.02276,-0.0,-0.0,2.0,0.282024,0.25963,0.282024,0.302111,,,,,,
86603,0.002324,0.000197,0.040534,-0.0,-0.001064,-2e-06,0.023795,-0.0,-0.0,2.0,0.282024,0.259084,0.282024,0.302549,,,,,,
86623,0.00257,0.000314,0.040656,0.001064,-0.001061,-0.001067,0.024847,-0.0,-0.0,2.0,0.282024,0.258575,0.282024,0.302954,,,,,,
86643,0.002812,0.000187,0.040656,-0.0,-0.001061,-0.001067,0.025731,-0.0,-0.0,2.0,0.282024,0.258246,0.282024,0.303216,,,,,,
86663,0.003303,0.000299,0.040778,0.0,0.0,0.0,0.026172,-0.0,-0.0,2.0,0.282024,0.260126,0.282024,0.301712,,,,,,
86683,0.003791,0.000289,0.0409,0.001064,0.001064,4e-06,0.027152,-0.0,-0.0,2.0,0.282024,0.259646,0.282024,0.302098,,,,,,
86703,0.004282,0.0004,0.041143,0.001064,-0.00106,-0.001069,0.027894,-0.0,-0.0,2.0,0.282024,0.257297,0.282024,0.303965,,,,,,
86723,0.004892,0.000388,0.041143,0.001064,-0.002123,-0.001075,0.028924,-0.0,-0.0,2.0,0.282024,0.256946,0.282024,0.304241,,,,,,
86743,0.005502,0.000375,0.041265,0.001064,-0.001064,-6e-06,0.029464,-0.0,-0.0,2.0,0.282024,0.259004,0.282024,0.302612,,,,,,
86763,0.006484,0.000598,0.041385,0.001064,0.0,0.0,0.030485,-0.0,-0.0,2.0,0.282024,0.260773,0.282024,0.301188,,,,,,
86783,0.007346,0.000946,0.041627,0.001063,8e-06,-0.001064,0.031077,-0.0,-0.0,2.0,0.282024,0.260676,0.282024,0.301267,,,,,,
86803,0.008203,0.00105,0.041748,0.003192,9e-06,-0.001064,0.032079,-0.0,-0.0,2.0,0.282024,0.260506,0.282024,0.301404,,,,,,
86823,0.009426,0.001146,0.041746,0.003191,-0.001054,-0.001074,0.032958,-0.0,-0.0,2.0,0.282024,0.258433,0.282024,0.303067,,,,,,
86843,0.010771,0.00124,0.041866,0.002128,-0.001064,-1.1e-05,0.033817,-0.0,-0.0,2.0,0.282024,0.26055,0.282024,0.301368,,,,,,
86863,0.01224,0.001452,0.042107,0.002128,0.0,0.0,0.03472,-0.0,-0.0,2.0,0.282024,0.262629,0.282024,0.299667,,,,,,
86883,0.013958,0.001781,0.042231,0.003191,1.5e-05,-0.001064,0.035211,-0.0,-0.0,2.0,0.282024,0.262962,0.282024,0.299391,,,,,,
86903,0.015788,0.001742,0.042228,0.004255,-0.001047,-0.001081,0.036107,-0.0,-0.0,2.0,0.282024,0.263282,0.282024,0.299125,,,,,,
86923,0.017741,0.0017,0.042347,0.004257,-0.001064,-1.9e-05,0.0366,-0.0,-0.0,2.0,0.282024,0.263727,0.282024,0.298754,,,,,,
86943,0.019941,0.001773,0.042585,0.004257,-0.001064,-2.1e-05,0.037441,-0.0,-0.0,2.0,0.282024,0.266187,0.282024,0.296675,,,,,,
86963,0.022265,0.001966,0.0427,0.004255,-0.00104,-0.001088,0.038554,-0.0,-0.0,2.0,0.282024,0.268506,0.282024,0.294669,,,,,,
86983,0.024712,0.002157,0.042821,0.005319,2.6e-05,-0.001064,0.039057,-0.0,-0.0,2.0,0.282024,0.269167,0.282024,0.294089,,,,,,
