time_ms,roll,pitch,yaw,reference_roll,reference_pitch,reference_yaw,reference_throttle,throttle_1,throttle_2,throttle_3,throttle_4,roll_predicted,pitch_predicted,yaw_predicted,roll_rate_predicted,pitch_rate_predicted,yaw_rate_predicted,value1,value2,value3,value4,value5,value6
246157,-0.00036,-0.018662,-0.276739,0.0,-0.0,-0.0,2.0,0.282024,0.284308,0.282024,0.279713,,,,,,,0.000369,-0.013246,-0.177065,0.024307,-1.7e-05,-0.000154
246177,-0.000119,-0.018628,-0.27662,1e-06,-0.0,-0.0,2.0,0.282024,0.2859,0.282024,0.27807,,,,,,,0.000491,-0.013246,-0.177068,-0.000126,-1.7e-05,-0.000142
246197,-0.000119,-0.018628,-0.27662,9.5e-05,-0.0,-0.0,2.0,0.282024,0.282172,0.282024,0.281876,,,,,,,0.000492,-0.013247,-0.177071,-0.000324,-1.7e-05,-0.000142
246217,-0.000239,-0.018645,-0.276738,0.000187,-0.0,-0.0,2.0,0.282024,0.284284,0.282024,0.279737,,,,,,,0.000611,-0.013247,-0.177074,0.000225,-1.5e-05,-0.000153
246237,-0.000256,-0.018524,-0.276738,0.000264,-0.0,-0.0,2.0,0.282024,0.282815,0.282024,0.28123,,,,,,,0.000474,-0.013247,-0.177077,-0.000237,-5e-06,-0.000141
246257,-0.000377,-0.018541,-0.276738,0.000344,-0.0,-0.0,2.0,0.282024,0.281526,0.282024,0.282521,,,,,,,0.000371,-0.013247,-0.17708,-0.003438,-6e-06,-0.000153
246277,-0.000498,-0.018558,-0.27674,0.000344,-0.0,-0.0,2.0,0.282024,0.283437,0.282024,0.280601,,,,,,,0.000354,-0.013247,-0.177083,1e-06,-6e-06,-0.000153
246297,-0.000256,-0.018524,-0.276738,0.000465,-0.0,-0.0,2.0,0.282024,0.284093,0.282024,0.279933,,,,,,,0.000352,-0.013248,-0.177086,-1e-06,-6e-06,-0.000141
246317,-0.000273,-0.018403,-0.276737,0.000625,-0.0,-0.0,2.0,0.282024,0.281943,0.282024,0.282105,,,,,,,0.000354,-0.013248,-0.177089,0.020644,7e-06,-0.000152
246337,-0.000273,-0.018403,-0.276737,0.000698,-0.0,-0.0,2.0,0.282024,0.285995,0.282024,0.277971,,,,,,,0.000578,-0.013247,-0.177092,9.9e-05,9e-06,-0.000151
246357,-0.000169,-0.018265,-0.276736,0.000751,-0.0,-0.0,2.0,0.282024,0.285208,0.282024,0.278788,,,,,,,0.000561,-0.013247,-0.177095,9.9e-05,2.1e-05,-0.000151
246377,-0.000152,-0.018386,-0.276736,0.000858,-0.0,-0.0,2.0,0.282024,0.281501,0.282024,0.282546,,,,,,,0.000458,-0.013247,-0.177098,0.023997,9e-06,-0.000151
246397,-0.000377,-0.018541,-0.276738,0.000954,-0.0,-0.0,2.0,0.282024,0.283486,0.282024,0.280552,,,,,,,0.000578,-0.013247,-0.177101,-0.024082,7e-06,-0.000151
246417,-0.000394,-0.01842,-0.276738,0.001051,-0.0,-0.0,2.0,0.282024,0.282238,0.282024,0.28181,,,,,,,0.000337,-0.013247,-0.177104,0.0,6e-06,-0.00015
246437,-0.000531,-0.018316,-0.276739,0.001144,-0.0,-0.0,2.0,0.282024,0.281832,0.282024,0.282216,,,,,,,0.000216,-0.013247,-0.177107,-0.003352,1.6e-05,-0.00015
246457,-0.000531,-0.018316,-0.276739,0.001193,-0.0,-0.0,2.0,0.282024,0.285257,0.282024,0.278737,,,,,,,0.000319,-0.013246,-0.17711,-0.023983,1.6e-05,-0.00015
246477,-0.000306,-0.018161,-0.276737,0.001262,-0.0,-0.0,2.0,0.282024,0.283896,0.282024,0.280134,,,,,,,0.000303,-0.013246,-0.177113,-0.0,3e-05,-0.000149
246497,-0.000306,-0.018161,-0.276737,0.001365,-0.0,-0.0,2.0,0.282024,0.283668,0.282024,0.280367,,,,,,,0.000424,-0.013245,-0.177116,-0.0,3.1e-05,-0.000149
246517,-0.000186,-0.018144,-0.276736,0.00149,-0.0,-0.0,2.0,0.282024,0.28423,0.282024,0.279793,,,,,,,0.000545,-0.013244,-0.177119,0.003352,2.1e-05,-0.000149
246537,-4.8e-05,-0.018248,-0.276735,0.001559,-0.0,-0.0,2.0,0.282024,0.285545,0.282024,0.278439,,,,,,,0.000682,-0.013244,-0.177122,9.9e-05,2.2e-05,-0.000148
246557,-0.000169,-0.018265,-0.276736,0.001654,-0.0,-0.0,2.0,0.282024,0.281817,0.282024,0.282232,,,,,,,0.000562,-0.013244,-0.177125,-0.024082,1.9e-05,-0.000148
