time_ms,roll,pitch,yaw,reference_roll,reference_pitch,reference_yaw,reference_throttle,throttle_1,throttle_2,throttle_3,throttle_4,roll_predicted,pitch_predicted,yaw_predicted,roll_rate_predicted,pitch_rate_predicted,yaw_rate_predicted,value1,value2,value3,value4,value5,value6
185766,0.003877,-0.000354,-1.52171,0.0,-0.0,-0.0,3.0,0.341847,0.317767,0.309245,0.334154,0.0,0.0,-0.014968,-0.0,-0.0,-0.000245,-0.004752,0.001091,-1.381622,0.005551,-5.4e-05,-0.008195
185786,0.004041,-0.000703,-1.522064,2.6e-05,-0.0,-0.0,3.0,0.341973,0.317804,0.309101,0.33412,0.0,0.0,-0.014973,3e-05,-0.0,-0.000245,-0.004696,0.00109,-1.381786,0.002365,-7.1e-05,-0.008197
185806,0.003953,-0.000787,-1.522241,0.001858,-0.0,-0.0,3.0,0.341512,0.316886,0.309629,0.334974,6e-06,0.0,-0.014978,0.002173,-0.0,-0.000245,-0.004665,0.001089,-1.38195,0.00074,-7.9e-05,-0.008216
185826,0.003864,-0.000871,-1.522423,0.003713,-0.0,-0.0,3.0,0.341994,0.315928,0.309077,0.335859,7.7e-05,-0.0,-0.014983,0.006549,-0.0,-0.000245,-0.004658,0.001087,-1.382114,-0.000562,-8.8e-05,-0.0082
185846,0.00378,-0.000782,-1.522595,0.004855,-0.0,-0.0,3.0,0.341964,0.315437,0.309112,0.33631,0.000234,-0.0,-0.014988,0.009888,-0.0,-0.000245,-0.004652,0.001086,-1.382278,-0.003004,-8.7e-05,-0.008201
185866,0.003696,-0.000694,-1.522599,0.006376,-0.0,-0.0,3.0,0.341004,0.31485,0.310208,0.336846,0.000446,-0.0,-0.014993,0.012301,-0.0,-0.000245,-0.004654,0.001085,-1.382442,-0.002849,-5.2e-05,-0.008202
185886,0.003696,-0.000693,-1.522772,0.00878,-0.0,-0.0,3.0,0.339744,0.313865,0.311633,0.337742,0.000712,-0.0,-0.014997,0.016124,-0.0,-0.000245,-0.00466,0.001084,-1.382606,-0.002663,-1.8e-05,-0.008186
185906,0.003869,-0.000697,-1.522953,0.010174,-0.0,-0.0,3.0,0.338712,0.313495,0.312789,0.338077,0.001063,-0.0,-0.015002,0.019941,-0.0,-0.000245,-0.004652,0.001084,-1.38277,0.000792,-1e-05,-0.008187
185926,0.003953,-0.000785,-1.523129,0.012348,-0.0,-0.0,3.0,0.336307,0.312747,0.31544,0.338749,0.00148,-0.0,-0.015007,0.023176,-1e-06,-0.000245,-0.004605,0.001083,-1.382934,0.002513,-1e-05,-0.008206
185946,0.003953,-0.000785,-1.523479,0.013948,-0.0,-0.0,3.0,0.335594,0.312238,0.316216,0.339205,0.001966,-0.0,-0.015012,0.026477,-1e-06,-0.000245,-0.004534,0.001082,-1.383099,0.003837,-2.8e-05,-0.008207
185966,0.004126,-0.000788,-1.523659,0.015205,-0.0,-0.0,3.0,0.33589,0.311613,0.315894,0.339762,0.002511,-0.0,-0.015017,0.028693,-1e-06,-0.000245,-0.004471,0.001081,-1.383263,0.004081,-5.3e-05,-0.008226
185986,0.004303,-0.000619,-1.523835,0.017031,-0.0,-0.0,3.0,0.335829,0.31105,0.31596,0.340262,0.003096,-0.0,-0.015022,0.030992,-1e-06,-0.000245,-0.004387,0.001079,-1.383428,0.006433,-6.3e-05,-0.008227
186006,0.004307,-0.000446,-1.524011,0.018805,-0.0,-0.0,3.0,0.335878,0.310214,0.315907,0.340999,0.003734,-0.0,-0.015027,0.033969,-1e-06,-0.000245,-0.004297,0.001078,-1.383592,0.006473,-3.7e-05,-0.008228
186026,0.004395,-0.000362,-1.524188,0.020791,-0.0,-0.0,3.0,0.337231,0.308961,0.314428,0.342095,0.004432,-0.0,-0.015032,0.037091,-1e-06,-0.000245,-0.004241,0.001077,-1.383757,0.003354,-3.6e-05,-0.00823
186046,0.004656,-0.000281,-1.524364,0.021866,-0.0,-0.0,3.0,0.338717,0.308455,0.312783,0.342535,0.00519,-0.0,-0.015037,0.03922,-2e-06,-0.000245,-0.004198,0.001077,-1.383921,0.005114,-3.6e-05,-0.008231
