time_ms,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate,reference_roll,reference_pitch,reference_yaw,reference_throttle,throttle_1,throttle_2,throttle_3,throttle_4,roll_predicted,pitch_predicted,yaw_predicted,roll_rate_predicted,pitch_rate_predicted,yaw_rate_predicted
381278,-0.015184,0.013331,-0.078421,-1.4e-05,-1.6e-05,-0.001064,0.0,-0.0,-0.0,2.0,0.282024,0.276398,0.282024,0.287494,,,,,,
381298,-0.015062,0.013334,-0.078544,0.0,0.0,0.0,6.6e-05,-0.0,-0.0,2.0,0.282024,0.276462,0.282024,0.287433,,,,,,
381318,-0.014936,0.013217,-0.078546,-0.001064,-0.001064,1.6e-05,0.003849,-0.0,-0.0,2.0,0.282024,0.273675,0.282024,0.290032,,,,,,
381338,-0.014813,0.013223,-0.078425,0.0,-0.001064,1.6e-05,0.007543,-0.0,-0.0,2.0,0.282024,0.270888,0.282024,0.292561,,,,,,
381358,-0.014935,0.013218,-0.078424,-0.001078,-1.6e-05,-0.001064,0.009466,-0.0,-0.0,2.0,0.282024,0.267571,0.282024,0.295483,,,,,,
381378,-0.014814,0.013222,-0.078547,-0.001064,-0.001064,1.6e-05,0.012216,-0.0,-0.0,2.0,0.282024,0.265472,0.282024,0.297284,,,,,,
381398,-0.014814,0.013222,-0.078547,0.0,-0.001064,1.6e-05,0.017629,-0.0,-0.0,2.0,0.282024,0.262872,0.282024,0.299465,,,,,,
381418,-0.014809,0.0131,-0.078547,-1.4e-05,-1.6e-05,-0.001064,0.020406,-0.0,-0.0,2.0,0.282024,0.260574,0.282024,0.301349,,,,,,
381438,-0.014443,0.013114,-0.07855,0.0,0.0,0.0,0.02242,-0.0,-0.0,2.0,0.282024,0.259232,0.282024,0.30243,,,,,,
381458,-0.014073,0.013006,-0.078676,0.0,0.0,0.0,0.027403,-0.0,-0.0,2.0,0.282024,0.257212,0.282024,0.304032,,,,,,
381478,-0.01358,0.012904,-0.078559,0.002129,-0.001064,1.4e-05,0.031202,-0.0,-0.0,2.0,0.282024,0.254381,0.282024,0.306226,,,,,,
381498,-0.012727,0.012937,-0.078687,0.001051,-0.001078,-0.001051,0.034642,-0.0,-0.0,2.0,0.282024,0.252152,0.282024,0.307912,,,,,,
381518,-0.011507,0.012985,-0.078696,0.002115,-1.2e-05,-0.001064,0.038132,-0.0,-0.0,2.0,0.282024,0.252114,0.282024,0.307941,,,,,,
381538,-0.009922,0.013047,-0.07883,0.004257,0.0,0.0,0.040634,-0.0,-0.0,2.0,0.282024,0.255085,0.282024,0.305686,,,,,,
381558,-0.007839,0.012885,-0.078846,0.005321,-0.001064,8e-06,0.04423,-0.0,-0.0,2.0,0.282024,0.25379,0.282024,0.306676,,,,,,
381578,-0.00515,0.012869,-0.078865,0.006372,-0.00107,-0.001059,0.046016,-0.0,-0.0,2.0,0.282024,0.256435,0.282024,0.30464,,,,,,
381598,-0.001853,0.012877,-0.079009,0.00745,0.0,0.0,0.048461,-0.0,-0.0,2.0,0.282024,0.25902,0.282024,0.3026,,,,,,
381618,0.002059,0.012788,-0.079155,0.008514,0.0,0.0,0.052329,-0.0,-0.0,2.0,0.282024,0.262683,0.282024,0.299622,,,,,,
381638,0.006577,0.012844,-0.079303,0.010642,0.0,0.0,0.055443,-0.0,-0.0,2.0,0.282024,0.267333,0.282024,0.295689,,,,,,
381658,0.011586,0.012799,-0.079451,0.011693,-0.001052,-0.001077,0.0584,-0.0,-0.0,2.0,0.282024,0.270682,0.282024,0.292745,,,,,,
381678,0.017083,0.012775,-0.079719,0.012757,-0.001046,-0.001082,0.05981,-0.0,-0.0,2.0,0.282024,0.273867,0.282024,0.289856,,,,,,
381698,0.023435,0.012786,-0.080002,0.01277,-0.001064,-2.5e-05,0.062498,-0.0,-0.0,2.0,0.282024,0.278313,0.282024,0.285666,,,,,,
381718,0.030035,0.012687,-0.080279,0.013848,-3.2e-05,0.001064,0.064008,-0.0,-0.0,2.0,0.282024,0.2853,0.282024,0.278693,,,,,,
381738,0.036875,0.01272,-0.080553,0.014899,0.0,0.0,0.06638,-0.0,-0.0,2.0,0.282024,0.288505,0.282024,0.275322,,,,,,
381758,0.044202,0.012778,-0.080943,0.015963,-0.001063,-4.7e-05,0.068528,-0.0,-0.0,2.0,0.282024,0.293691,0.282024,0.269618,,,,,,
381778,0.051906,0.012612,-0.081458,0.015963,0.0,0.0,0.071824,-0.0,-0.0,2.0,0.282024,0.296748,0.282024,0.266101,,,,,,
381798,0.059611,0.012447,-0.081843,0.015977,-6.3e-05,0.001062,0.073602,-0.0,-0.0,2.0,0.282024,0.300746,0.282024,0.261316,,,,,,
381818,0.067425,0.012646,-0.081989,0.015962,-0.001062,-7.2e-05,0.075554,-0.0,-0.0,2.0,0.282024,0.304626,0.282024,0.256452,,,,,,
381838,0.075008,0.01248,-0.082358,0.015949,-0.000981,-0.001141,0.077386,-0.0,-0.0,2.0,0.282024,0.308406,0.282024,0.251491,,,,,,
381858,0.082464,0.012555,-0.082743,0.014899,0.0,0.0,0.078248,-0.0,-0.0,2.0,0.282024,0.311254,0.282024,0.247594,,,,,,
381878,0.089556,0.012485,-0.08286,0.013847,-0.001155,0.000965,0.079815,-0.0,-0.0,2.0,0.282024,0.313354,0.282024,0.244626,,,,,,
381898,0.096167,0.012391,-0.082866,0.012756,-0.000957,-0.001162,0.080666,-0.0,-0.0,2.0,0.282024,0.31696,0.282024,0.239329,,,,,,
381918,0.10203,0.012515,-0.082988,0.011692,-0.00095,-0.001167,0.08195,-0.0,-0.0,2.0,0.282024,0.317075,0.282024,0.239156,,,,,,
381938,0.107289,0.012494,-0.083103,0.009563,-0.000944,-0.001172,0.083612,-0.0,-0.0,2.0,0.282024,0.316591,0.282024,0.239883,,,,,,
381958,0.111815,0.012551,-0.082982,0.00745,0.0,0.0,0.084512,-0.0,-0.0,2.0,0.282024,0.317479,0.282024,0.238545,,,,,,
381978,0.115239,0.012685,-0.082872,0.00532,-0.001057,-0.000122,0.085247,-0.0,-0.0,2.0,0.282024,0.316394,0.282024,0.240178,,,,,,
381998,0.117687,0.012656,-0.082745,0.003179,0.000125,-0.001057,0.085969,-0.0,-0.0,2.0,0.282024,0.314716,0.282024,0.242656,,,,,,
382018,0.119161,0.012595,-0.082744,0.001051,0.000127,-0.001057,0.086535,-0.0,-0.0,2.0,0.282024,0.311119,0.282024,0.247781,,,,,,
382038,0.119769,0.012619,-0.08274,-0.001064,0.0,0.0,0.086943,-0.0,-0.0,2.0,0.282024,0.309836,0.282024,0.249552,,,,,,
382058,0.119405,0.012597,-0.082621,-0.00213,-0.001057,-0.000127,0.087084,-0.0,-0.0,2.0,0.282024,0.306637,0.282024,0.253842,,,,,,
382078,0.118421,0.012664,-0.082376,-0.003208,-0.000931,-0.001183,0.087265,-0.0,-0.0,2.0,0.282024,0.304425,0.282024,0.25671,,,,,,
382098,0.11671,0.012724,-0.082515,-0.005336,-0.000933,-0.001181,0.087237,-0.0,-0.0,2.0,0.282024,0.301866,0.282024,0.259935,,,,,,
382118,0.114634,0.012632,-0.08239,-0.005323,-0.001057,-0.000122,0.086989,-0.0,-0.0,2.0,0.282024,0.299159,0.282024,0.263241,,,,,,
382138,0.112181,0.012647,-0.082259,-0.006399,0.000119,-0.001058,0.086797,-0.0,-0.0,2.0,0.282024,0.296121,0.282024,0.266832,,,,,,
382158,0.109734,0.012669,-0.082263,-0.006399,0.000117,-0.001058,0.086456,-0.0,-0.0,2.0,0.282024,0.294654,0.282024,0.268523,,,,,,
382178,0.10692,0.012684,-0.082389,-0.006399,0.000114,-0.001058,0.085794,-0.0,-0.0,2.0,0.282024,0.293181,0.282024,0.270193,,,,,,
382198,0.104113,0.012563,-0.082266,-0.006385,0.0,0.0,0.085044,-0.0,-0.0,2.0,0.282024,0.291745,0.282024,0.271796,,,,,,
382218,0.101554,0.012337,-0.082256,-0.006387,-0.001059,-0.000108,0.084115,-0.0,-0.0,2.0,0.282024,0.29058,0.282024,0.273077,,,,,,
382238,0.098863,0.012349,-0.082258,-0.005336,-0.000954,-0.001164,0.08284,-0.0,-0.0,2.0,0.282024,0.289578,0.282024,0.274167,,,,,,
382258,0.096421,0.01225,-0.082252,-0.005334,0.000102,-0.001059,0.081983,-0.0,-0.0,2.0,0.282024,0.290033,0.282024,0.273673,,,,,,
382278,0.094338,0.012292,-0.082372,-0.005321,0.0,0.0,0.081983,-0.0,-0.0,2.0,0.282024,0.288555,0.282024,0.275269,,,,,,
382298,0.092262,0.012202,-0.082243,-0.004258,-0.00106,-9.8e-05,0.07921,-0.0,-0.0,2.0,0.282024,0.290607,0.282024,0.273048,,,,,,
382318,0.090673,0.012137,-0.082233,-0.003206,9.6e-05,-0.00106,0.078116,-0.0,-0.0,2.0,0.282024,0.290238,0.282024,0.273451,,,,,,
382338,0.089444,0.012331,-0.082248,-0.003207,-0.000965,-0.001155,0.075783,-0.0,-0.0,2.0,0.282024,0.292556,0.282024,0.270893,,,,,,
382358,0.088469,0.012292,-0.082251,-0.00213,-0.00106,-9.4e-05,0.073902,-0.0,-0.0,2.0,0.282024,0.294733,0.282024,0.268433,,,,,,
382378,0.087856,0.012261,-0.082116,-0.001064,0.0,0.0,0.072908,-0.0,-0.0,2.0,0.282024,0.294977,0.282024,0.268153,,,,,,
382398,0.087608,0.012368,-0.082001,-0.001078,-0.000967,-0.001153,0.070807,-0.0,-0.0,2.0,0.282024,0.297753,0.282024,0.264919,,,,,,
382418,0.087487,0.012357,-0.08188,-0.001078,-0.000967,-0.001153,0.068554,-0.0,-0.0,2.0,0.282024,0.300683,0.282024,0.261393,,,,,,
382438,0.087614,0.01224,-0.081874,-1.3e-05,9.3e-05,-0.00106,0.068554,-0.0,-0.0,2.0,0.282024,0.300786,0.282024,0.261266,,,,,,
382458,0.087737,0.01224,-0.081752,-1e-06,-0.00106,-9.3e-05,0.064032,-0.0,-0.0,2.0,0.282024,0.303862,0.282024,0.257428,,,,,,
382478,0.087864,0.012118,-0.081625,-0.001078,-0.000967,-0.001154,0.062632,-0.0,-0.0,2.0,0.282024,0.304871,0.282024,0.256138,,,,,,
