time,measured,sim_initial,sim_optimized
0.0,2.036234708115433,2.036234708115433,2.036234708115433
0.02,2.078232514498522,2.034572306197066,2.0333835918211642
0.04,2.127334997541234,2.029970249142536,2.025565008585672
0.06,2.169332803924323,2.023130750422742,2.0140596698901736
0.08,2.2112733145278995,2.0146074163250365,1.999895801372571
0.1,2.2533857124700147,2.0047625873089863,1.983779630472082
0.12,2.3023736039536997,1.993821627182343,1.9661772106071569
0.14,2.3373813252361932,1.981922890337511,1.9473938718375283
0.16,2.3863119209403654,1.969152591204549,1.9276288720520647
0.18,2.4422898975246468,1.9555647974554016,1.9070167940584224
0.2,2.4914496763468716,1.9411964729076339,1.8856472740412282
0.22,2.547313061372127,1.9260715827817563,1.8635831209144502
0.24,2.5893108677552163,1.9102097966876432,1.8408701664439753
0.26,2.6382414634593885,1.893625234261573,1.817540589573725
0.28,2.687114763384048,1.8763307068210295,1.7936223504715334
0.3,2.7431500357478424,1.8583380892577999,1.769137935733719
0.32,2.792309814570067,1.8396587946590235,1.7441076533509974
0.34,2.834250325173643,1.8203028429891874,1.7185458497494246
0.36,2.8831809208778156,1.8002811443831663,1.69247234998782
0.38,2.9181313463807954,1.7796045617457925,1.6659011641112866
0.4,2.9671192378644813,1.7582837134901752,1.6388477429627528
0.42,3.002012367587948,1.7363296953798546,1.6113275257832773
0.44,3.0299727079903325,1.71375362406068,1.5833553731496401
0.46,3.051057554851147,1.6905668072456794,1.5549461407980907
0.48,3.072027810152935,1.6667807644514843,1.5261148067192754
0.5,3.092998065454723,1.6424071709387336,1.4968761657675278
0.52,3.120958405857107,1.6174579062991485,1.4672451651739125
0.54,3.1489187462594916,1.5919450187602846,1.4372366969844257
0.56,3.1698890015612795,1.565880739856759,1.4068657240927631
0.58,3.1907446653040417,1.5392774716037911,1.376147209463313
0.6,3.211772216385343,1.5121477838146544,1.345096154568879
0.62,3.225695090807022,1.4845044119540403,1.3137275687054977
0.64,3.2466653461088097,1.4563602455916131,1.2820564839393631
0.66,3.260588220530489,1.4277283329137942,1.2500979344892904
0.68,3.274568390731681,1.3986218624880584,1.2178669646542024
0.7,3.295538646033469,1.3690541738559507,1.1853786117900702
0.72,3.3096907035732004,1.3390387328760163,1.1526479103761638
0.74,3.3305463673159625,1.3085891481361207,1.119689878703696
0.76,3.3374791566370456,1.2777191409038509,1.0865195182941068
0.78,3.358506707718347,1.2464425654434228,1.0531518057602995
0.8,3.372429582140026,1.2147733765419677,1.0196016866608217
0.82,3.3794769630201347,1.1827256500449392,0.9858840729906722
0.84,3.3794196672406214,1.150313552094164,0.9520138318416661
0.86,3.3864097523412173,1.1175513558373686,0.9180057876406902
0.88,3.393457133221327,1.0844534158843933,0.8838747069584304
0.9,3.4003899225424097,1.0510341786835753,0.8496353040170092
0.92,3.3794196672406214,1.0173081636726682,0.8153022231795063
0.94,3.3793623714611085,0.9832899668147932,0.7808900463190901
0.96,3.3793623714611085,0.9489942483139566,0.7464132742809749
0.98,3.3863524565617045,0.9144357298619765,0.7118863349985595
1.0,3.3723722863605126,0.8796291881308592,0.6773235649230269
1.02,3.3793623714611085,0.8445894467561813,0.6427392170283995
1.04,3.3864097523412173,0.8093313744243326,0.608147442987409
1.06,3.3864097523412173,0.7738698729534964,0.573562300384282
1.08,3.3933425416623004,0.738219878511088,0.5389977362600141
1.1,3.3862951607821916,0.702396347369755,0.5044675929957764
1.12,3.3932852458827876,0.6664142586524086,0.4699855937032046
1.14,3.3932852458827876,0.6302885993864297,0.43556534639800204
1.16,3.3932279501032743,0.5940343672235265,0.4012203315355666
1.18,3.4002180352038707,0.5576665562704336,0.3669639042939569
1.2,3.4072081203044666,0.521200158473488,0.33280928431693463
1.22,3.4002180352038707,0.4846501513375549,0.2987695561938408
1.24,3.4001607394243574,0.44803149717414,0.2648576612207936
1.26,3.3861805692231655,0.41135913317978345,0.23108639635114717
1.28,3.379133188343056,0.37464796845492715,0.1974684076624605
1.3,3.37214310324246,0.33791287626884786,0.1640161881303452
1.32,3.379075892563543,0.30116868922715445,0.13074207243893163
1.34,3.3931133585442486,0.26443019324086076,0.09765823395797062
1.36,3.400103443644844,0.2277121214239651,0.0647766805243452
1.38,3.3930560627647353,0.19102914916001162,0.0321092509967265
1.4,3.400046147865331,0.15439588736520723,-0.0003323883464918324
1.42,3.3931133585442486,0.11782687805283515,-0.03253674733046061
1.44,3.3931133585442486,0.08133658753620153,-0.06449251518522002
1.46,3.37214310324246,0.04493940199855329,-0.09618856385053282
1.48,3.372085807462947,0.00864962106302429,-0.12761395123739175
1.5,3.372085807462947,-0.027518546944876474,-0.15875792407972394
1.52,3.3930560627647353,-0.0635509908390327,-0.18960992135097354
1.54,3.386065977664139,-0.09943370170812815,-0.2201595764984665
1.56,3.386065977664139,-0.1351527781731924,-0.2503967211375049
1.58,3.386065977664139,-0.17069443180333785,-0.2803113865789508
1.6,3.386065977664139,-0.2060449919606837,-0.3098938078485885
1.62,3.386065977664139,-0.2411909112677013,-0.3391344244935421
1.64,3.372085807462947,-0.2761187702740489,-0.36802388490144855
1.66,3.358105637261755,-0.3108152827192768,-0.39655304644335015
1.68,3.358105637261755,-0.34526730025317287,-0.4247129799984254
1.7,3.3580483414822417,-0.3794618172711329,-0.45249496955739243
1.72,3.3511155521611586,-0.4133859758601589,-0.4798905167964451
1.74,3.358105637261755,-0.4470270700654111,-0.5068913403239558
1.76,3.365095722362351,-0.4803725511368063,-0.5334893800969746
1.78,3.358105637261755,-0.5134100311950596,-0.5596767965269551
1.8,3.358105637261755,-0.5461272887364731,-0.585445974526925
1.82,3.3301452968593708,-0.5785122717892115,-0.6107895226712612
1.84,3.308888562660017,-0.6105531035108538,-0.6357002767018414
1.86,3.308888562660017,-0.64223808504689,-0.6601712988921139
1.88,3.301955773338934,-0.6735557009513439,-0.6841958808807277
1.9,3.308888562660017,-0.7044946220128494,-0.7077675433548218
