time,measured,sim_initial,sim_optimized
0.0,0.08050057021588067,0.08050057021588067,0.08050057021588067
0.02,0.0803859786568545,0.08030175651732918,0.08025161920534286
0.04,0.07322400621771921,0.07971964191718547,0.0795280559024227
0.06,0.07322400621771921,0.07878355421625564,0.07837628564793915
0.08,0.07333859777674538,0.0775245749388998,0.07684449326255015
0.1,0.07333859777674538,0.07597281358717237,0.07497838449020551
0.12,0.07339589355625846,0.07415704303221195,0.07282065347766305
0.14,0.07339589355625846,0.07210468939951005,0.07041102192141198
0.16,0.07322400621771921,0.06984186924504962,0.06778637253160304
0.18,0.08015679553880217,0.0673934366811298,0.06498088283947913
0.2,0.08714688063939821,0.0647829963051389,0.06202617547092282
0.22,0.08708958485988513,0.06203298229003656,0.058951382958457935
0.24,0.08714688063939821,0.05916467749262993,0.05578347293434601
0.26,0.0943088530785335,0.05619795959908385,0.05254710054454601
0.28,0.10135623395864263,0.05315224598695213,0.04926451218182398
0.3,0.10141352973815572,0.0500450739687792,0.04595735426133753
0.32,0.11539369993934781,0.04689302126729749,0.042642822177850065
0.34,0.12244108081945693,0.04371295365739302,0.03933979905158958
0.36,0.12238378503994383,0.04051780459173026,0.03606181717290974
0.38,0.1293738701405399,0.03732306439734047,0.03282433107613917
0.4,0.136421251020649,0.034140322493258886,0.029637926155859938
0.42,0.14341133612124504,0.0309817155145835,0.02651521283359333
0.44,0.1575060978814633,0.027858436567299,0.02346434021308968
0.46,0.15762068944048946,0.024779828576049913,0.02049475053667134
0.48,0.16466807032059858,0.021755641148510377,0.017613135059531722
0.5,0.17183004275973388,0.01879368330161469,0.01482578946116839
0.52,0.17200193009827314,0.01590168153235043,0.012138043922523212
0.54,0.17916390253740844,0.01308623884171241,0.009553770363330204
0.56,0.18626857919703063,0.010353216399429564,0.007076870946601293
0.58,0.18644046653556987,0.007708057939700615,0.004709309049411807
0.6,0.1935451431951921,0.005154951182750538,0.0024536389008727776
0.62,0.1935451431951921,0.0026982485704495373,0.00031030591311176917
0.64,0.20059252407530123,0.00034064947723603107,-0.0017193930790329029
0.66,0.2074680176168711,-0.0019145491578163015,-0.003636131914553672
0.68,0.21440080693795405,-0.004065873503764723,-0.005439841457280538
0.7,0.22127630047952393,-0.006111146779391157,-0.007131933051222447
0.72,0.22820908980060692,-0.008049763895468394,-0.008713517546082527
0.74,0.22820908980060692,-0.009880767236920766,-0.010186462291127414
0.76,0.22815179402109384,-0.011604149758060504,-0.011552923319685169
0.78,0.23514187912168985,-0.01322013116315276,-0.012815074577075206
0.8,0.23514187912168985,-0.014729178896004011,-0.013975895028571604
0.82,0.24218926000179897,-0.01613252280036024,-0.015037823608420604
0.84,0.24218926000179897,-0.01743109174392552,-0.016004389977314043
0.86,0.249179345102395,-0.01862688187115744,-0.016878322059309704
0.88,0.249179345102395,-0.019721338394299903,-0.01766341368869206
0.9,0.25628402176201726,-0.0207169399133035,-0.018362726630538832
0.92,0.25628402176201726,-0.021615719206290934,-0.018980083906479494
0.94,0.2563413175415303,-0.02242040796718461,-0.01951887790779046
0.96,0.25651320488006957,-0.023133622040927795,-0.01998282224520701
0.98,0.25657050065958265,-0.02375821787219355,-0.020375570537174054
1.0,0.25657050065958265,-0.024297305034280778,-0.02070066287532609
1.02,0.2564559091005565,-0.024753818484480314,-0.020961909886550004
1.04,0.24940852822044735,-0.02513121679208905,-0.021162668375502968
1.06,0.24940852822044735,-0.02543252848861377,-0.021306777981760068
