timestamp_iso,roll_deg,pitch_deg,yaw_deg
12.864,26.006,0.540,-3.681
12.870,26.650,0.634,-3.762
12.874,27.330,0.749,-3.841
12.879,28.099,0.797,-3.896
12.884,28.790,0.674,-3.858
12.889,29.429,0.607,-3.845
12.895,30.117,0.788,-3.954
12.899,30.692,0.907,-4.030
12.904,31.343,0.970,-4.077
12.909,31.935,0.896,-4.036
12.915,32.477,1.010,-4.100
12.920,32.954,1.118,-4.151
12.924,33.312,1.253,-4.226
12.929,33.620,1.256,-4.214
12.934,33.772,1.270,-4.221
12.940,33.763,1.305,-4.238
12.944,33.651,1.347,-4.271
12.949,33.417,1.367,-4.288
12.954,33.082,1.335,-4.286
12.960,32.656,1.394,-4.337
12.964,32.255,1.397,-4.358
12.969,31.747,1.373,-4.368
12.974,31.219,1.288,-4.342
12.980,30.586,1.321,-4.395
12.984,29.960,1.368,-4.450
12.989,29.461,1.374,-4.481
12.994,28.959,1.294,-4.469
12.999,28.489,1.273,-4.485
13.004,27.911,1.291,-4.525
13.009,27.403,1.356,-4.588
13.014,26.915,1.340,-4.606
13.020,26.519,1.343,-4.632
13.024,26.162,1.295,-4.627
13.029,25.909,1.319,-4.662
13.034,25.674,1.297,-4.668
13.040,25.468,1.244,-4.672
13.044,25.305,1.205,-4.672
13.049,25.145,1.096,-4.651
13.054,25.020,1.011,-4.641
13.060,24.964,0.835,-4.590
13.064,24.960,0.757,-4.593
13.069,25.033,0.587,-4.547
13.074,25.103,0.465,-4.538
13.079,25.175,0.287,-4.484
13.085,25.221,0.236,-4.504
13.089,25.304,0.126,-4.490
13.094,25.479,0.087,-4.509
13.099,25.613,-0.017,-4.482
13.104,25.847,-0.092,-4.472
13.110,26.077,-0.103,-4.488
13.115,26.371,-0.084,-4.509
13.119,26.653,-0.107,-4.514
13.124,26.945,-0.190,-4.486
13.130,27.248,-0.209,-4.478
13.135,27.518,-0.105,-4.533
13.140,27.854,-0.006,-4.578
13.144,28.227,-0.007,-4.578
13.149,28.632,0.012,-4.570
13.155,29.018,0.124,-4.611
13.160,29.441,0.319,-4.691
13.164,29.892,0.455,-4.738
13.169,30.280,0.544,-4.763
13.174,30.639,0.583,-4.749
13.180,31.079,0.776,-4.826
13.184,31.484,1.000,-4.908
13.189,31.871,1.100,-4.931
13.194,32.174,1.152,-4.931
13.200,32.404,1.200,-4.932
13.204,32.502,1.407,-5.033
13.209,32.550,1.461,-5.041
13.214,32.524,1.531,-5.074
13.220,32.390,1.592,-5.095
13.224,32.219,1.780,-5.197
13.229,32.075,1.843,-5.224
13.234,31.915,1.965,-5.286
13.240,31.573,1.975,-5.291
13.244,31.200,2.023,-5.324
13.249,30.721,2.024,-5.340
13.254,30.241,2.010,-5.345
13.259,29.818,1.945,-5.317
13.265,29.487,1.919,-5.322
13.269,29.235,1.899,-5.316
13.274,28.976,1.885,-5.330
13.279,28.701,1.772,-5.287
13.285,28.472,1.701,-5.273
13.289,28.258,1.680,-5.278
13.294,28.144,1.649,-5.279
13.299,28.095,1.608,-5.276
13.305,28.091,1.560,-5.264
13.309,28.061,1.586,-5.297
13.314,28.068,1.467,-5.255
13.319,28.094,1.389,-5.241
13.324,28.070,1.262,-5.196
13.330,28.174,1.218,-5.202
13.334,28.293,1.048,-5.138
13.339,28.503,0.900,-5.089
13.345,28.631,0.784,-5.056
13.350,28.803,0.683,-5.026
13.354,29.045,0.623,-5.016
13.359,29.267,0.539,-4.988
13.364,29.539,0.457,-4.958
13.370,29.840,0.381,-4.922
13.375,30.133,0.472,-4.968
13.379,30.383,0.528,-4.987
13.384,30.666,0.533,-4.973
13.389,30.850,0.498,-4.945
13.395,30.963,0.555,-4.950
13.400,31.122,0.683,-4.998
13.404,31.311,0.715,-4.989
13.409,31.461,0.728,-4.963
13.414,31.510,0.776,-4.968
13.420,31.470,0.851,-4.979
13.424,31.485,0.955,-5.013
13.429,31.372,1.033,-5.026
13.434,31.362,1.097,-5.031
13.440,31.283,1.210,-5.071
13.444,31.218,1.306,-5.093
13.449,31.088,1.439,-5.146
13.454,30.913,1.442,-5.120
13.460,30.696,1.553,-5.174
13.464,30.404,1.588,-5.172
13.469,30.237,1.721,-5.230
13.474,30.072,1.707,-5.205
13.480,29.916,1.754,-5.220
13.484,29.643,1.728,-5.194
13.489,29.379,1.766,-5.215
13.494,29.208,1.746,-5.194
13.499,29.047,1.773,-5.204
13.505,29.018,1.780,-5.188
13.509,29.045,1.807,-5.188
13.514,29.107,1.886,-5.214
13.519,29.170,1.921,-5.215
13.524,29.198,1.934,-5.212
13.529,29.253,1.875,-5.171
13.534,29.296,1.853,-5.151
13.539,29.446,1.886,-5.157
13.544,29.606,1.864,-5.142
13.549,29.813,1.793,-5.100
13.554,29.979,1.684,-5.043
13.560,30.071,1.586,-4.990
13.565,30.224,1.576,-4.997
13.569,30.307,1.517,-4.973
13.574,30.533,1.486,-4.959
13.579,30.698,1.393,-4.912
13.585,30.895,1.385,-4.918
13.589,31.018,1.401,-4.932
13.594,31.054,1.391,-4.934
13.599,31.114,1.359,-4.924
13.605,31.106,1.259,-4.878
13.609,31.173,1.330,-4.920
13.614,31.169,1.286,-4.896
13.619,31.126,1.288,-4.910
13.625,31.007,1.194,-4.863
13.629,30.839,1.195,-4.873
13.634,30.711,1.139,-4.848
13.639,30.552,1.140,-4.859
13.645,30.445,1.105,-4.840
13.649,30.330,1.093,-4.840
13.654,30.200,1.079,-4.833
13.659,30.076,1.089,-4.845
13.665,29.880,1.092,-4.844
13.669,29.803,1.052,-4.823
13.674,29.709,1.037,-4.808
13.679,29.713,1.104,-4.845
13.685,29.675,1.120,-4.844
13.689,29.675,1.125,-4.839
13.694,29.641,1.107,-4.822
13.699,29.569,1.080,-4.804
13.705,29.574,1.138,-4.833
13.710,29.560,1.127,-4.817
13.714,29.657,1.218,-4.858
13.719,29.709,1.164,-4.810
13.725,29.824,1.218,-4.829
13.730,29.901,1.224,-4.815
13.734,29.940,1.321,-4.865
13.739,30.052,1.271,-4.825
13.745,30.170,1.225,-4.797
13.750,30.328,1.259,-4.802
13.754,30.449,1.301,-4.824
13.759,30.574,1.293,-4.819
13.764,30.693,1.220,-4.784
13.770,30.752,1.187,-4.767
13.774,30.870,1.180,-4.769
13.779,30.925,1.217,-4.802
13.784,31.005,1.218,-4.813
13.790,30.994,1.177,-4.802
13.794,30.950,1.156,-4.803
13.799,30.942,1.189,-4.831
13.804,30.852,1.239,-4.873
13.810,30.845,1.243,-4.886
13.814,30.738,1.174,-4.857
13.819,30.658,1.212,-4.895
13.824,30.492,1.175,-4.882
13.830,30.376,1.176,-4.904
13.834,30.250,1.099,-4.874
13.839,30.142,1.076,-4.877
13.844,30.120,1.070,-4.882
13.850,30.071,1.034,-4.874
13.854,30.040,1.079,-4.905
13.859,29.951,0.990,-4.872
13.864,29.915,0.999,-4.888
13.870,29.895,0.969,-4.874
13.874,29.882,1.074,-4.940
13.879,29.940,1.061,-4.929
13.884,29.924,1.071,-4.944
13.890,29.940,1.065,-4.942
13.894,29.931,1.102,-4.965
13.899,29.960,1.103,-4.965
13.904,30.017,1.108,-4.970
13.910,29.992,1.047,-4.936
13.915,30.108,1.039,-4.931
13.919,30.135,1.075,-4.946
13.924,30.263,1.127,-4.975
13.930,30.316,1.090,-4.946
13.935,30.398,1.051,-4.927
13.939,30.505,1.070,-4.929
13.944,30.566,1.144,-4.959
13.950,30.687,1.191,-4.976
13.955,30.741,1.141,-4.942
13.959,30.790,1.179,-4.957
13.964,30.792,1.146,-4.930
13.970,30.787,1.226,-4.970
13.975,30.763,1.148,-4.919
13.979,30.690,1.152,-4.921
13.984,30.678,1.081,-4.871
13.990,30.648,1.102,-4.884
13.995,30.611,1.132,-4.887
13.999,30.535,1.076,-4.855
14.004,30.442,1.031,-4.820
14.010,30.385,1.020,-4.812
14.015,30.323,1.062,-4.818
14.019,30.389,1.077,-4.815
14.024,30.339,1.064,-4.800
14.030,30.310,1.059,-4.787
14.035,30.244,1.062,-4.783
14.039,30.193,1.071,-4.780
14.044,30.178,1.086,-4.791
14.050,30.100,1.052,-4.772
14.055,30.136,1.055,-4.778
14.059,30.093,1.053,-4.779
14.064,30.125,1.130,-4.823
14.070,30.098,1.099,-4.809
14.075,30.097,1.105,-4.830
14.079,30.106,1.061,-4.805
14.084,30.104,1.109,-4.843
14.089,30.191,1.121,-4.851
14.094,30.243,1.105,-4.851
14.099,30.285,1.109,-4.857
14.104,30.345,1.076,-4.840
14.109,30.400,1.139,-4.882
14.115,30.511,1.109,-4.864
14.120,30.523,1.133,-4.883
14.124,30.594,1.050,-4.840
14.129,30.606,1.067,-4.856
14.135,30.636,1.089,-4.862
14.140,30.655,1.107,-4.878
14.144,30.636,1.047,-4.844
14.149,30.651,1.056,-4.852
14.155,30.578,1.051,-4.846
14.160,30.620,1.099,-4.877
14.164,30.550,1.034,-4.837
14.169,30.520,1.055,-4.849
14.175,30.450,1.011,-4.814
14.180,30.435,1.041,-4.835
14.184,30.448,1.044,-4.823
14.189,30.428,1.015,-4.809
14.195,30.444,0.991,-4.791
14.200,30.373,0.951,-4.769
14.204,30.335,1.014,-4.799
14.209,30.326,1.005,-4.790
14.215,30.304,1.041,-4.814
14.220,30.364,1.005,-4.784
14.224,30.285,1.105,-4.844
14.229,30.300,1.095,-4.828
14.235,30.270,1.147,-4.862
14.240,30.226,1.141,-4.849
14.244,30.231,1.177,-4.864
14.249,30.208,1.183,-4.866
14.255,30.272,1.230,-4.890
14.259,30.237,1.225,-4.878
14.264,30.274,1.191,-4.861
14.269,30.247,1.130,-4.826
14.275,30.253,1.181,-4.853
14.279,30.289,1.174,-4.843
14.284,30.363,1.148,-4.828
14.289,30.481,1.102,-4.800
14.295,30.496,1.112,-4.809
14.300,30.572,1.175,-4.843
14.304,30.581,1.146,-4.829
14.309,30.607,1.180,-4.856
14.315,30.626,1.123,-4.828
14.320,30.630,1.169,-4.858
14.324,30.697,1.158,-4.854
14.329,30.651,1.184,-4.887
14.335,30.603,1.138,-4.863
14.340,30.540,1.101,-4.855
14.344,30.474,1.092,-4.854
14.349,30.473,1.109,-4.871
14.355,30.445,1.099,-4.863
14.360,30.521,1.053,-4.843
14.365,30.447,1.057,-4.845
14.369,30.440,1.063,-4.847
14.374,30.424,1.085,-4.859
14.380,30.395,1.075,-4.851
14.384,30.424,1.081,-4.846
14.389,30.411,1.080,-4.847
14.394,30.474,1.103,-4.851
14.400,30.402,1.114,-4.856
14.404,30.379,1.126,-4.860
14.409,30.310,1.069,-4.821
14.415,30.300,1.114,-4.852
14.420,30.285,1.117,-4.841
14.425,30.283,1.141,-4.859
14.429,30.322,1.083,-4.824
14.434,30.300,1.077,-4.829
14.440,30.313,1.126,-4.849
14.445,30.350,1.137,-4.857
14.449,30.397,1.183,-4.880
14.454,30.480,1.113,-4.841
14.460,30.493,1.167,-4.874
14.464,30.580,1.155,-4.862
14.469,30.563,1.209,-4.903
14.474,30.549,1.180,-4.888
14.480,30.529,1.174,-4.894
14.485,30.493,1.145,-4.887
14.489,30.484,1.193,-4.925
14.494,30.435,1.148,-4.908
14.499,30.445,1.124,-4.908
14.505,30.324,1.071,-4.896
14.510,30.272,1.086,-4.914
14.514,30.215,1.078,-4.920
14.519,30.200,1.090,-4.943
14.525,30.223,1.042,-4.922
14.530,30.195,1.031,-4.932
14.534,30.246,1.019,-4.928
14.539,30.215,1.059,-4.965
14.545,30.172,1.074,-4.983
14.550,30.139,1.024,-4.964
14.554,30.086,1.049,-4.997
14.559,30.095,1.021,-4.983
14.565,30.064,1.060,-5.019
14.570,30.037,1.023,-5.004
14.574,29.979,1.018,-5.017
14.579,29.923,0.995,-5.012
14.585,29.950,1.020,-5.031
14.590,29.926,1.056,-5.053
14.594,29.957,1.015,-5.035
14.599,29.928,1.009,-5.041
14.605,29.967,0.990,-5.035
14.610,29.999,1.052,-5.069
14.614,30.027,1.075,-5.081
14.619,30.034,1.091,-5.092
14.624,30.013,1.074,-5.081
14.630,30.034,1.092,-5.098
14.635,29.996,1.104,-5.102
14.639,29.981,1.126,-5.115
14.644,29.895,1.079,-5.098
14.650,29.875,1.078,-5.099
14.655,29.858,1.106,-5.112
14.659,29.870,1.160,-5.145
14.664,29.850,1.128,-5.125
14.670,29.796,1.070,-5.105
14.675,29.768,1.046,-5.093
14.679,29.759,1.090,-5.118
14.684,29.792,1.136,-5.141
14.690,29.816,1.108,-5.127
14.695,29.747,1.137,-5.155
14.700,29.723,1.063,-5.117
14.704,29.662,1.115,-5.158
14.709,29.584,1.089,-5.147
14.715,29.511,1.105,-5.172
14.720,29.435,1.037,-5.144
14.724,29.411,1.082,-5.175
14.729,29.344,1.118,-5.205
14.735,29.302,1.075,-5.195
14.740,29.190,1.009,-5.181
14.744,29.098,0.993,-5.186
14.749,29.074,1.024,-5.213
14.755,29.139,1.046,-5.236
14.759,29.152,1.043,-5.247
14.764,29.074,1.036,-5.261
14.769,29.032,0.995,-5.257
14.775,28.997,0.992,-5.277
14.780,28.931,1.008,-5.302
14.784,28.831,0.978,-5.303
14.789,28.775,0.938,-5.307
14.795,28.719,0.934,-5.327
14.800,28.645,0.957,-5.360
14.804,28.504,0.898,-5.356
14.809,28.351,0.810,-5.345
14.815,28.143,0.748,-5.341
14.820,28.059,0.735,-5.360
14.824,28.045,0.717,-5.369
14.829,28.026,0.687,-5.382
14.834,27.859,0.686,-5.411
14.840,27.729,0.545,-5.362
14.845,27.594,0.531,-5.388
14.850,27.390,0.444,-5.368
14.854,27.223,0.449,-5.399
14.859,27.088,0.308,-5.352
14.865,26.996,0.281,-5.367
14.870,26.810,0.231,-5.361
14.874,26.584,0.165,-5.354
14.879,26.297,0.046,-5.330
14.885,25.998,-0.024,-5.324
14.890,25.799,-0.098,-5.307
14.894,25.688,-0.136,-5.310
14.900,25.545,-0.164,-5.308
14.904,25.344,-0.164,-5.328
14.910,25.118,-0.234,-5.308
14.915,24.932,-0.256,-5.316
14.919,24.673,-0.240,-5.335
14.924,24.452,-0.230,-5.352
14.930,24.293,-0.218,-5.360
14.935,24.156,-0.196,-5.376
14.940,23.966,-0.134,-5.407
14.945,23.687,-0.128,-5.418
14.949,23.400,-0.108,-5.438
14.955,23.034,-0.101,-5.445
14.960,22.802,-0.019,-5.488
14.965,22.602,-0.019,-5.481
14.969,22.414,0.021,-5.501
14.975,22.118,0.069,-5.525
14.979,21.825,0.072,-5.520
14.984,21.573,0.136,-5.547
14.989,21.288,0.125,-5.539
14.995,21.063,0.206,-5.573
15.000,20.821,0.204,-5.566
15.004,20.618,0.278,-5.591
15.009,20.354,0.284,-5.592
15.015,20.047,0.295,-5.594
15.020,19.713,0.290,-5.595
15.024,19.327,0.313,-5.614
15.029,19.044,0.318,-5.615
15.034,18.790,0.283,-5.609
15.040,18.487,0.253,-5.604
15.045,18.145,0.264,-5.619
15.049,17.756,0.243,-5.618
15.054,17.469,0.187,-5.615
15.060,17.139,0.136,-5.615
15.065,16.856,0.116,-5.625
15.069,16.559,0.129,-5.640
15.074,16.292,0.082,-5.645
15.080,16.018,0.056,-5.661
15.085,15.681,0.005,-5.667
15.090,15.369,0.013,-5.695
15.094,14.997,-0.041,-5.696
15.100,14.680,-0.026,-5.732
15.105,14.339,-0.142,-5.717
15.109,14.030,-0.163,-5.741
15.114,13.687,-0.214,-5.749
15.120,13.320,-0.211,-5.770
15.125,12.984,-0.242,-5.781
15.130,12.635,-0.322,-5.785
15.135,12.346,-0.315,-5.806
15.139,12.031,-0.345,-5.808
15.145,11.706,-0.333,-5.829
15.150,11.363,-0.371,-5.839
15.155,11.011,-0.355,-5.848
15.159,10.743,-0.347,-5.860
15.165,10.418,-0.308,-5.876
15.170,10.084,-0.256,-5.885
15.174,9.726,-0.261,-5.884
15.179,9.390,-0.286,-5.880
15.185,9.073,-0.283,-5.878
15.190,8.691,-0.233,-5.880
15.194,8.386,-0.180,-5.881
15.200,8.021,-0.179,-5.865
15.205,7.747,-0.167,-5.855
15.209,7.395,-0.158,-5.838
15.214,7.044,-0.150,-5.822
15.220,6.684,-0.107,-5.808
15.225,6.303,-0.086,-5.784
15.229,6.036,-0.066,-5.760
15.234,5.728,-0.076,-5.727
15.239,5.414,0.033,-5.713
15.244,5.036,0.020,-5.681
15.249,4.683,0.057,-5.656
15.255,4.351,-0.017,-5.620
15.259,3.976,0.054,-5.590
15.264,3.659,0.073,-5.557
15.270,3.294,0.089,-5.530
15.274,2.971,0.108,-5.497
15.279,2.638,0.042,-5.462
15.284,2.309,0.033,-5.434
15.290,1.932,0.007,-5.400
15.294,1.533,0.009,-5.373
15.299,1.241,-0.033,-5.344
15.304,0.927,-0.048,-5.317
15.310,0.653,-0.033,-5.289
15.315,0.303,-0.042,-5.262
15.320,-0.074,-0.073,-5.234
15.325,-0.421,-0.124,-5.207
15.330,-0.770,-0.161,-5.186
15.335,-1.037,-0.138,-5.158
15.339,-1.401,-0.147,-5.136
15.345,-1.723,-0.140,-5.109
15.350,-2.083,-0.226,-5.095
15.355,-2.397,-0.267,-5.075
15.359,-2.739,-0.296,-5.054
15.365,-3.117,-0.298,-5.033
15.370,-3.438,-0.318,-5.013
15.375,-3.758,-0.360,-5.000
15.379,-4.018,-0.342,-4.978
15.385,-4.340,-0.370,-4.957
15.390,-4.692,-0.328,-4.934
15.394,-5.046,-0.399,-4.922
15.400,-5.356,-0.348,-4.891
15.405,-5.572,-0.384,-4.878
15.410,-5.884,-0.305,-4.845
15.414,-6.179,-0.302,-4.823
15.420,-6.516,-0.287,-4.792
15.425,-6.802,-0.312,-4.772
15.430,-7.062,-0.307,-4.750
15.434,-7.364,-0.304,-4.720
15.440,-7.652,-0.279,-4.696
15.445,-7.968,-0.277,-4.673
15.449,-8.193,-0.270,-4.643
15.454,-8.445,-0.286,-4.622
15.460,-8.740,-0.268,-4.591
15.464,-9.064,-0.265,-4.568
15.470,-9.352,-0.261,-4.544
15.475,-9.571,-0.239,-4.514
15.480,-9.801,-0.261,-4.492
15.485,-10.035,-0.226,-4.460
15.490,-10.343,-0.236,-4.438
15.495,-10.605,-0.202,-4.405
15.500,-10.849,-0.238,-4.392
15.505,-11.090,-0.195,-4.351
15.510,-11.314,-0.215,-4.330
15.514,-11.582,-0.202,-4.299
15.520,-11.784,-0.250,-4.288
15.525,-12.030,-0.249,-4.258
15.530,-12.270,-0.256,-4.236
15.535,-12.523,-0.270,-4.214
15.539,-12.805,-0.235,-4.173
15.545,-13.000,-0.310,-4.166
15.550,-13.240,-0.302,-4.135
15.555,-13.428,-0.348,-4.118
15.560,-13.682,-0.326,-4.086
15.565,-13.928,-0.353,-4.066
15.570,-14.156,-0.294,-4.022
15.575,-14.360,-0.305,-3.994
15.580,-14.536,-0.301,-3.964
15.585,-14.768,-0.313,-3.942
15.590,-14.967,-0.288,-3.903
15.595,-15.177,-0.335,-3.893
15.600,-15.354,-0.323,-3.863
15.605,-15.566,-0.321,-3.840
15.610,-15.801,-0.268,-3.789
15.615,-15.998,-0.299,-3.770
15.620,-16.189,-0.295,-3.741
15.624,-16.350,-0.324,-3.716
15.630,-16.518,-0.376,-3.707
15.635,-16.767,-0.337,-3.665
15.640,-16.994,-0.319,-3.626
15.644,-17.214,-0.279,-3.584
15.650,-17.362,-0.329,-3.570
15.655,-17.569,-0.274,-3.518
15.660,-17.758,-0.326,-3.510
15.665,-17.979,-0.278,-3.460
15.669,-18.175,-0.352,-3.462
15.675,-18.384,-0.246,-3.389
15.680,-18.588,-0.291,-3.380
15.685,-18.781,-0.228,-3.327
15.690,-18.993,-0.238,-3.306
15.695,-19.149,-0.251,-3.273
15.700,-19.311,-0.308,-3.267
15.705,-19.538,-0.289,-3.234
15.710,-19.765,-0.277,-3.202
15.714,-20.015,-0.250,-3.154
15.720,-20.200,-0.257,-3.127
15.725,-20.392,-0.271,-3.100
15.730,-20.575,-0.307,-3.084
15.735,-20.780,-0.321,-3.058
15.739,-21.037,-0.315,-3.020
15.745,-21.250,-0.302,-2.989
15.750,-21.471,-0.293,-2.945
15.755,-21.678,-0.309,-2.925
15.760,-21.900,-0.242,-2.856
15.765,-22.106,-0.271,-2.840
15.770,-22.292,-0.274,-2.799
15.775,-22.504,-0.331,-2.787
15.780,-22.726,-0.299,-2.732
15.785,-22.983,-0.298,-2.696
15.790,-23.212,-0.260,-2.639
15.795,-23.425,-0.299,-2.612
15.800,-23.603,-0.323,-2.582
15.805,-23.817,-0.349,-2.553
15.810,-24.081,-0.353,-2.511
15.815,-24.334,-0.297,-2.438
15.820,-24.582,-0.372,-2.425
15.825,-24.769,-0.344,-2.365
15.830,-25.005,-0.353,-2.325
15.835,-25.214,-0.282,-2.249
15.840,-25.430,-0.262,-2.197
15.845,-25.609,-0.220,-2.133
15.850,-25.760,-0.220,-2.093
15.855,-25.991,-0.166,-2.032
15.860,-26.179,-0.097,-1.969
15.866,-26.360,-0.021,-1.904
15.870,-26.490,0.010,-1.869
15.874,-26.612,0.025,-1.852
15.879,-26.771,0.086,-1.822
15.885,-26.894,0.157,-1.784
15.890,-27.017,0.209,-1.770
15.894,-27.055,0.231,-1.784
15.899,-27.141,0.272,-1.792
15.905,-27.192,0.297,-1.817
15.910,-27.238,0.393,-1.812
15.915,-27.282,0.465,-1.826
15.919,-27.263,0.534,-1.835
15.924,-27.278,0.502,-1.913
15.930,-27.250,0.567,-1.936
15.935,-27.243,0.549,-2.011
15.940,-27.188,0.638,-2.023
15.944,-27.079,0.548,-2.143
15.949,-27.029,0.539,-2.210
15.955,-26.956,0.464,-2.320
15.960,-26.943,0.475,-2.382
15.965,-26.865,0.464,-2.463
15.970,-26.784,0.384,-2.567
15.975,-26.676,0.330,-2.672
15.980,-26.610,0.255,-2.781
15.985,-26.568,0.288,-2.839
15.990,-26.475,0.265,-2.923
15.994,-26.425,0.254,-3.004
16.000,-26.352,0.186,-3.112
16.005,-26.361,0.197,-3.174
16.010,-26.319,0.196,-3.240
16.014,-26.283,0.210,-3.295
16.019,-26.239,0.153,-3.381
16.025,-26.211,0.155,-3.432
16.030,-26.255,0.175,-3.478
16.035,-26.229,0.246,-3.482
16.040,-26.229,0.235,-3.529
16.045,-26.202,0.245,-3.548
16.050,-26.230,0.234,-3.588
16.055,-26.291,0.336,-3.556
16.059,-26.293,0.382,-3.552
16.064,-26.308,0.422,-3.542
16.069,-26.318,0.456,-3.534
16.075,-26.377,0.510,-3.514
16.080,-26.422,0.603,-3.465
16.085,-26.452,0.616,-3.461
16.089,-26.476,0.696,-3.416
16.094,-26.533,0.665,-3.428
16.100,-26.636,0.773,-3.361
16.105,-26.643,0.782,-3.352
16.110,-26.673,0.823,-3.309
16.114,-26.643,0.768,-3.330
16.120,-26.657,0.787,-3.299
16.125,-26.664,0.768,-3.297
16.130,-26.685,0.786,-3.273
16.135,-26.713,0.768,-3.263
16.139,-26.676,0.701,-3.280
16.145,-26.674,0.638,-3.301
16.150,-26.658,0.615,-3.294
16.155,-26.664,0.609,-3.289
16.160,-26.676,0.532,-3.313
16.164,-26.675,0.491,-3.322
16.170,-26.682,0.464,-3.329
16.175,-26.673,0.439,-3.329
16.180,-26.694,0.424,-3.332
16.185,-26.649,0.383,-3.348
16.189,-26.611,0.320,-3.377
16.195,-26.605,0.320,-3.378
16.200,-26.634,0.348,-3.364
16.205,-26.658,0.405,-3.337
16.210,-26.605,0.332,-3.381
16.214,-26.562,0.327,-3.384
16.220,-26.541,0.340,-3.388
16.225,-26.556,0.388,-3.369
16.230,-26.565,0.400,-3.373
16.235,-26.520,0.387,-3.383
16.240,-26.531,0.463,-3.359
16.245,-26.532,0.483,-3.354
16.250,-26.541,0.576,-3.313
16.255,-26.518,0.538,-3.342
16.259,-26.477,0.584,-3.320
16.265,-26.483,0.566,-3.336
16.270,-26.539,0.731,-3.258
16.275,-26.568,0.721,-3.265
16.280,-26.540,0.760,-3.244
16.285,-26.496,0.724,-3.267
16.290,-26.491,0.783,-3.234
16.295,-26.499,0.814,-3.214
16.300,-26.519,0.806,-3.215
16.305,-26.482,0.773,-3.224
16.309,-26.504,0.767,-3.218
16.315,-26.505,0.784,-3.201
16.320,-26.519,0.794,-3.185
16.325,-26.511,0.755,-3.189
16.329,-26.458,0.687,-3.212
16.335,-26.486,0.667,-3.210
16.340,-26.493,0.690,-3.191
16.345,-26.529,0.708,-3.167
16.350,-26.484,0.619,-3.195
16.354,-26.454,0.574,-3.200
16.359,-26.466,0.531,-3.216
16.365,-26.468,0.580,-3.172
16.370,-26.479,0.500,-3.210
16.375,-26.436,0.499,-3.192
16.380,-26.405,0.420,-3.231
16.385,-26.400,0.459,-3.202
16.390,-26.383,0.418,-3.219
16.395,-26.377,0.435,-3.202
16.400,-26.330,0.348,-3.249
16.404,-26.368,0.377,-3.229
16.410,-26.400,0.476,-3.186
16.415,-26.449,0.475,-3.184
16.420,-26.414,0.498,-3.174
16.425,-26.399,0.453,-3.204
16.429,-26.401,0.526,-3.168
16.435,-26.423,0.572,-3.156
16.440,-26.476,0.644,-3.119
16.445,-26.447,0.635,-3.134
16.450,-26.463,0.656,-3.123
16.454,-26.458,0.704,-3.112
16.460,-26.488,0.762,-3.078
16.465,-26.479,0.739,-3.096
16.470,-26.429,0.705,-3.112
16.475,-26.435,0.703,-3.119
16.479,-26.444,0.784,-3.074
16.485,-26.489,0.812,-3.060
16.490,-26.437,0.771,-3.077
16.495,-26.406,0.692,-3.116
16.499,-26.420,0.700,-3.107
16.505,-26.458,0.729,-3.087
16.510,-26.494,0.752,-3.067
16.515,-26.449,0.719,-3.076
16.520,-26.448,0.655,-3.104
16.524,-26.442,0.687,-3.077
16.530,-26.483,0.651,-3.084
16.535,-26.483,0.670,-3.061
16.540,-26.458,0.542,-3.117
16.544,-26.480,0.568,-3.085
16.549,-26.473,0.541,-3.091
16.555,-26.510,0.587,-3.054
16.560,-26.450,0.512,-3.079
16.565,-26.433,0.451,-3.094
16.570,-26.418,0.416,-3.109
16.574,-26.468,0.447,-3.081
16.580,-26.520,0.469,-3.062
16.585,-26.474,0.423,-3.073
16.590,-26.467,0.396,-3.080
16.594,-26.438,0.391,-3.075
16.600,-26.484,0.449,-3.042
16.605,-26.496,0.413,-3.056
16.610,-26.490,0.422,-3.048
16.615,-26.496,0.415,-3.049
16.619,-26.520,0.473,-3.016
16.625,-26.570,0.521,-2.996
16.630,-26.514,0.523,-2.998
16.635,-26.469,0.465,-3.032
16.640,-26.449,0.501,-3.018
16.644,-26.493,0.547,-3.005
16.650,-26.537,0.612,-2.970
16.655,-26.500,0.546,-3.012
16.660,-26.487,0.560,-3.009
16.664,-26.451,0.564,-3.022
16.669,-26.459,0.584,-3.017
16.675,-26.481,0.596,-3.020
16.680,-26.436,0.567,-3.041
16.685,-26.452,0.587,-3.036
16.690,-26.472,0.569,-3.052
16.695,-26.512,0.661,-3.011
16.700,-26.459,0.582,-3.056
16.705,-26.394,0.563,-3.062
16.710,-26.349,0.497,-3.105
16.714,-26.395,0.626,-3.041
16.720,-26.430,0.573,-3.072
16.725,-26.408,0.604,-3.052
16.730,-26.357,0.510,-3.101
16.735,-26.328,0.527,-3.092
16.740,-26.328,0.525,-3.099
16.745,-26.328,0.527,-3.092
16.750,-26.263,0.491,-3.115
16.755,-26.247,0.472,-3.119
16.760,-26.233,0.464,-3.128
16.765,-26.263,0.507,-3.105
16.770,-26.247,0.485,-3.116
16.775,-26.197,0.438,-3.135
16.780,-26.210,0.437,-3.135
16.785,-26.205,0.495,-3.109
16.790,-26.242,0.551,-3.082
16.795,-26.199,0.531,-3.094
16.800,-26.141,0.519,-3.098
16.805,-26.118,0.483,-3.120
16.810,-26.120,0.555,-3.084
16.815,-26.135,0.538,-3.101
16.820,-26.079,0.591,-3.077
16.825,-26.019,0.525,-3.120
16.830,-25.969,0.562,-3.106
