timestamp_iso,roll_deg,pitch_deg,yaw_deg
8.924,30.458,1.261,-2.587
8.929,30.423,1.245,-2.576
8.934,30.386,1.281,-2.599
8.939,30.414,1.251,-2.578
8.944,30.449,1.323,-2.610
8.949,30.500,1.315,-2.601
8.954,30.413,1.329,-2.612
8.959,30.400,1.266,-2.563
8.964,30.369,1.318,-2.597
8.969,30.341,1.322,-2.592
8.974,30.354,1.372,-2.611
8.979,30.297,1.311,-2.576
8.984,30.334,1.276,-2.560
8.989,30.291,1.273,-2.554
8.994,30.313,1.303,-2.568
8.999,30.320,1.294,-2.559
9.004,30.342,1.296,-2.566
9.009,30.415,1.289,-2.557
9.014,30.471,1.343,-2.590
9.019,30.528,1.351,-2.592
9.024,30.493,1.339,-2.595
9.029,30.507,1.317,-2.583
9.034,30.514,1.319,-2.590
9.039,30.542,1.379,-2.625
9.044,30.578,1.364,-2.614
9.049,30.565,1.361,-2.626
9.054,30.544,1.279,-2.579
9.059,30.494,1.288,-2.594
9.064,30.450,1.294,-2.596
9.069,30.421,1.282,-2.599
9.074,30.400,1.260,-2.587
9.079,30.474,1.217,-2.562
9.084,30.495,1.268,-2.589
9.089,30.530,1.284,-2.599
9.094,30.479,1.276,-2.597
9.099,30.459,1.216,-2.562
9.104,30.429,1.245,-2.576
9.109,30.444,1.259,-2.580
9.114,30.493,1.333,-2.619
9.119,30.485,1.317,-2.608
9.124,30.494,1.300,-2.591
9.129,30.428,1.283,-2.581
9.134,30.398,1.334,-2.607
9.139,30.346,1.373,-2.618
9.144,30.353,1.367,-2.616
9.149,30.377,1.304,-2.568
9.154,30.362,1.356,-2.601
9.159,30.303,1.380,-2.602
9.164,30.295,1.365,-2.591
9.169,30.296,1.341,-2.572
9.174,30.312,1.333,-2.563
9.179,30.338,1.420,-2.606
9.184,30.410,1.390,-2.585
9.189,30.394,1.456,-2.622
9.194,30.374,1.395,-2.580
9.199,30.373,1.425,-2.601
9.204,30.412,1.382,-2.576
9.209,30.436,1.522,-2.652
9.214,30.444,1.493,-2.638
9.219,30.509,1.460,-2.628
9.224,30.461,1.431,-2.615
9.229,30.380,1.477,-2.652
9.234,30.344,1.432,-2.628
9.239,30.373,1.416,-2.636
9.244,30.397,1.372,-2.611
9.249,30.440,1.406,-2.639
9.254,30.476,1.393,-2.635
9.259,30.468,1.397,-2.649
9.264,30.425,1.367,-2.634
9.269,30.427,1.318,-2.615
9.274,30.472,1.298,-2.609
9.279,30.520,1.366,-2.646
9.284,30.535,1.376,-2.662
9.289,30.573,1.295,-2.614
9.294,30.522,1.313,-2.638
9.299,30.385,1.294,-2.621
9.304,30.368,1.332,-2.650
9.309,30.342,1.266,-2.614
9.314,30.400,1.255,-2.617
9.319,30.392,1.275,-2.622
9.324,30.399,1.262,-2.619
9.329,30.369,1.299,-2.641
9.334,30.277,1.273,-2.623
9.339,30.255,1.259,-2.619
9.344,30.242,1.215,-2.594
9.349,30.296,1.309,-2.638
9.354,30.340,1.332,-2.651
9.359,30.355,1.317,-2.640
9.364,30.274,1.300,-2.629
9.369,30.165,1.327,-2.644
9.374,30.144,1.360,-2.653
9.379,30.150,1.362,-2.660
9.384,30.151,1.345,-2.643
9.389,30.157,1.358,-2.646
9.394,30.128,1.365,-2.648
9.399,30.163,1.387,-2.660
9.404,30.063,1.399,-2.664
9.409,30.071,1.350,-2.644
9.414,30.056,1.336,-2.640
9.419,30.121,1.375,-2.663
9.424,30.155,1.421,-2.694
9.429,30.165,1.379,-2.677
9.434,30.114,1.375,-2.689
9.439,30.049,1.325,-2.669
9.444,30.104,1.454,-2.747
9.449,30.128,1.398,-2.726
9.454,30.155,1.442,-2.769
9.459,30.098,1.378,-2.745
9.464,30.069,1.413,-2.787
9.469,30.061,1.395,-2.788
9.474,29.996,1.416,-2.825
9.479,29.968,1.361,-2.811
9.484,29.947,1.332,-2.822
9.489,29.975,1.352,-2.846
9.494,29.976,1.380,-2.879
9.499,29.939,1.355,-2.885
9.504,29.905,1.295,-2.875
9.509,29.848,1.278,-2.884
9.514,29.904,1.322,-2.926
9.519,29.909,1.356,-2.960
9.524,29.925,1.340,-2.969
9.529,29.868,1.308,-2.973
9.534,29.796,1.274,-2.971
9.539,29.794,1.309,-3.005
9.544,29.723,1.311,-3.019
9.549,29.723,1.316,-3.039
9.554,29.659,1.230,-3.004
9.559,29.674,1.253,-3.042
9.564,29.609,1.244,-3.040
9.569,29.557,1.270,-3.073
9.574,29.516,1.198,-3.041
9.579,29.459,1.165,-3.039
9.584,29.493,1.213,-3.077
9.589,29.522,1.200,-3.073
9.594,29.541,1.278,-3.125
9.599,29.463,1.220,-3.104
9.604,29.414,1.236,-3.122
9.609,29.406,1.208,-3.114
9.614,29.382,1.300,-3.176
9.619,29.424,1.309,-3.185
9.624,29.395,1.305,-3.196
9.629,29.360,1.299,-3.202
9.634,29.294,1.332,-3.236
9.639,29.213,1.340,-3.252
9.644,29.185,1.331,-3.268
9.649,29.078,1.274,-3.255
9.654,29.115,1.275,-3.280
9.659,29.079,1.295,-3.311
9.664,29.105,1.349,-3.369
9.669,29.047,1.339,-3.386
9.674,28.969,1.288,-3.392
9.679,28.948,1.262,-3.417
9.684,28.919,1.285,-3.462
9.689,28.953,1.320,-3.521
9.694,28.897,1.272,-3.534
9.699,28.831,1.284,-3.589
9.704,28.718,1.206,-3.596
9.709,28.645,1.241,-3.669
9.714,28.569,1.149,-3.665
9.719,28.433,1.127,-3.719
9.724,28.357,1.036,-3.723
9.729,28.294,0.985,-3.755
9.734,28.229,0.976,-3.805
9.739,28.116,0.903,-3.833
9.744,27.954,0.833,-3.857
9.749,27.864,0.716,-3.861
9.754,27.793,0.686,-3.906
9.759,27.817,0.631,-3.937
9.764,27.704,0.606,-3.984
9.769,27.556,0.538,-4.016
9.774,27.414,0.462,-4.045
9.779,27.310,0.380,-4.066
9.784,27.189,0.361,-4.116
9.789,26.991,0.295,-4.144
9.794,26.899,0.250,-4.186
9.799,26.738,0.163,-4.202
9.804,26.603,0.144,-4.253
9.809,26.368,0.081,-4.276
9.814,26.146,0.055,-4.322
9.819,25.977,-0.007,-4.338
9.824,25.843,-0.036,-4.381
9.829,25.757,-0.059,-4.410
9.834,25.579,-0.056,-4.462
9.839,25.376,-0.013,-4.523
9.844,25.213,-0.048,-4.545
9.849,25.074,0.035,-4.626
9.854,24.960,0.036,-4.656
9.859,24.739,0.135,-4.742
9.866,24.590,0.119,-4.762
9.869,24.387,0.175,-4.825
9.874,24.178,0.221,-4.873
9.879,23.960,0.290,-4.940
9.884,23.665,0.316,-4.978
9.889,23.420,0.360,-5.026
9.894,23.155,0.371,-5.049
9.899,22.983,0.389,-5.083
9.904,22.690,0.392,-5.104
9.909,22.408,0.460,-5.150
9.914,22.130,0.469,-5.165
9.919,21.914,0.497,-5.195
9.924,21.742,0.519,-5.216
9.929,21.499,0.536,-5.232
9.934,21.284,0.562,-5.248
9.939,20.970,0.562,-5.261
9.944,20.705,0.599,-5.280
9.949,20.450,0.579,-5.275
9.954,20.165,0.607,-5.286
9.959,19.873,0.590,-5.275
9.964,19.539,0.588,-5.281
9.969,19.238,0.501,-5.245
9.974,18.905,0.476,-5.233
9.979,18.531,0.455,-5.218
9.984,18.220,0.416,-5.196
9.989,17.902,0.398,-5.179
9.994,17.658,0.312,-5.137
9.999,17.340,0.286,-5.112
10.004,17.060,0.220,-5.073
10.009,16.728,0.208,-5.057
10.014,16.397,0.161,-5.022
10.019,16.135,0.160,-5.006
10.024,15.861,0.137,-4.981
10.029,15.570,0.147,-4.960
10.034,15.197,0.127,-4.937
10.039,14.865,0.124,-4.920
10.044,14.492,0.082,-4.887
10.049,14.159,0.121,-4.883
10.054,13.806,0.115,-4.854
10.059,13.452,0.161,-4.851
10.064,13.094,0.135,-4.825
10.069,12.749,0.111,-4.806
10.074,12.416,0.143,-4.786
10.079,12.049,0.174,-4.773
10.084,11.694,0.232,-4.755
10.089,11.393,0.217,-4.730
10.094,11.073,0.284,-4.712
10.099,10.785,0.283,-4.680
10.104,10.409,0.363,-4.663
10.109,10.037,0.336,-4.615
10.114,9.668,0.416,-4.590
10.119,9.340,0.385,-4.541
10.124,9.034,0.468,-4.514
10.129,8.627,0.476,-4.469
10.134,8.249,0.443,-4.412
10.139,7.859,0.369,-4.353
10.144,7.487,0.393,-4.308
10.149,7.101,0.389,-4.253
10.154,6.743,0.394,-4.199
10.159,6.415,0.358,-4.142
10.164,6.093,0.364,-4.095
10.169,5.800,0.337,-4.032
10.174,5.436,0.322,-3.983
10.179,5.037,0.305,-3.927
10.184,4.659,0.318,-3.880
10.189,4.364,0.320,-3.824
10.194,4.085,0.302,-3.775
10.199,3.719,0.358,-3.721
10.204,3.336,0.288,-3.663
10.209,2.967,0.247,-3.606
10.214,2.590,0.220,-3.549
10.219,2.211,0.228,-3.493
10.224,1.855,0.203,-3.437
10.229,1.534,0.178,-3.380
10.234,1.171,0.160,-3.317
10.239,0.859,0.073,-3.254
10.244,0.502,0.049,-3.197
10.249,0.112,0.003,-3.141
10.254,-0.232,0.050,-3.078
10.259,-0.537,-0.049,-3.022
10.264,-0.832,-0.028,-2.959
10.269,-1.181,-0.051,-2.903
10.274,-1.509,-0.093,-2.841
10.279,-1.857,-0.164,-2.786
10.284,-2.241,-0.193,-2.730
10.289,-2.577,-0.200,-2.675
10.294,-2.899,-0.192,-2.612
10.299,-3.221,-0.219,-2.556
10.304,-3.549,-0.252,-2.508
10.309,-3.883,-0.335,-2.456
10.314,-4.190,-0.381,-2.408
10.319,-4.576,-0.359,-2.352
10.324,-4.899,-0.336,-2.303
10.329,-5.228,-0.319,-2.253
10.334,-5.508,-0.322,-2.211
10.339,-5.832,-0.249,-2.152
10.344,-6.161,-0.281,-2.112
10.349,-6.498,-0.229,-2.067
10.354,-6.876,-0.275,-2.034
10.359,-7.193,-0.187,-1.980
10.364,-7.515,-0.183,-1.937
10.369,-7.839,-0.087,-1.881
10.374,-8.168,-0.111,-1.847
10.379,-8.484,-0.099,-1.804
10.384,-8.786,-0.143,-1.772
10.389,-9.151,-0.104,-1.727
10.394,-9.488,-0.042,-1.679
10.399,-9.818,-0.086,-1.640
10.405,-10.092,-0.059,-1.602
10.409,-10.409,-0.031,-1.557
10.414,-10.718,0.011,-1.504
10.419,-11.027,-0.003,-1.463
10.425,-11.357,-0.039,-1.430
10.429,-11.652,-0.031,-1.387
10.434,-11.969,0.011,-1.341
10.439,-12.251,0.034,-1.289
10.444,-12.538,0.006,-1.256
10.450,-12.834,-0.028,-1.225
10.454,-13.101,-0.040,-1.184
10.459,-13.417,-0.053,-1.150
10.464,-13.679,-0.065,-1.117
10.470,-13.981,-0.121,-1.095
10.474,-14.234,-0.168,-1.073
10.479,-14.516,-0.152,-1.036
10.484,-14.806,-0.151,-1.009
10.490,-15.052,-0.171,-0.983
10.495,-15.355,-0.240,-0.972
10.499,-15.610,-0.210,-0.940
10.504,-15.891,-0.251,-0.925
10.509,-16.161,-0.186,-0.881
10.515,-16.408,-0.256,-0.884
10.519,-16.647,-0.234,-0.860
10.524,-16.845,-0.297,-0.863
10.529,-17.093,-0.268,-0.838
10.535,-17.305,-0.261,-0.830
10.540,-17.546,-0.317,-0.832
10.544,-17.744,-0.318,-0.825
10.549,-17.977,-0.311,-0.817
10.554,-18.204,-0.284,-0.806
10.560,-18.416,-0.306,-0.809
10.564,-18.658,-0.308,-0.809
10.569,-18.842,-0.316,-0.811
10.574,-19.104,-0.296,-0.800
10.579,-19.346,-0.249,-0.792
10.585,-19.545,-0.236,-0.790
10.589,-19.722,-0.246,-0.798
10.594,-19.899,-0.226,-0.794
10.599,-20.156,-0.193,-0.788
10.605,-20.319,-0.166,-0.776
10.609,-20.489,-0.190,-0.793
10.614,-20.660,-0.177,-0.791
10.619,-20.880,-0.180,-0.797
10.625,-21.095,-0.152,-0.778
10.630,-21.229,-0.167,-0.788
10.634,-21.414,-0.183,-0.790
10.639,-21.592,-0.177,-0.789
10.644,-21.849,-0.199,-0.792
10.650,-22.041,-0.126,-0.751
10.654,-22.219,-0.177,-0.767
10.659,-22.369,-0.162,-0.751
10.664,-22.518,-0.226,-0.770
10.669,-22.739,-0.187,-0.735
10.675,-22.868,-0.214,-0.734
10.679,-23.032,-0.241,-0.732
10.684,-23.189,-0.254,-0.728
10.689,-23.389,-0.273,-0.719
10.695,-23.567,-0.278,-0.706
10.700,-23.710,-0.319,-0.708
10.704,-23.881,-0.359,-0.710
10.709,-24.032,-0.379,-0.708
10.715,-24.288,-0.371,-0.693
10.720,-24.482,-0.361,-0.671
10.724,-24.661,-0.387,-0.670
10.729,-24.804,-0.408,-0.675
10.734,-24.926,-0.414,-0.670
10.740,-25.104,-0.405,-0.655
10.745,-25.198,-0.396,-0.640
10.749,-25.335,-0.410,-0.643
10.754,-25.435,-0.395,-0.633
10.759,-25.571,-0.411,-0.643
10.765,-25.707,-0.332,-0.606
10.770,-25.751,-0.348,-0.616
10.774,-25.829,-0.341,-0.614
10.779,-25.880,-0.346,-0.635
10.784,-26.045,-0.306,-0.625
10.790,-26.168,-0.216,-0.598
10.794,-26.261,-0.215,-0.617
10.799,-26.312,-0.162,-0.611
10.804,-26.361,-0.176,-0.640
10.809,-26.455,-0.067,-0.614
10.815,-26.456,-0.017,-0.622
10.819,-26.492,0.076,-0.606
10.824,-26.472,0.089,-0.635
10.829,-26.530,0.150,-0.646
10.835,-26.552,0.233,-0.646
10.839,-26.509,0.311,-0.647
10.844,-26.459,0.307,-0.694
10.849,-26.431,0.324,-0.728
10.854,-26.503,0.369,-0.756
10.860,-26.525,0.425,-0.762
10.864,-26.541,0.442,-0.796
10.869,-26.547,0.426,-0.838
10.874,-26.561,0.392,-0.897
10.879,-26.605,0.442,-0.905
10.885,-26.584,0.476,-0.922
10.889,-26.613,0.497,-0.943
10.894,-26.584,0.470,-0.975
10.899,-26.628,0.418,-1.032
10.905,-26.657,0.456,-1.029
10.909,-26.670,0.419,-1.076
10.914,-26.679,0.423,-1.088
10.919,-26.634,0.359,-1.142
10.924,-26.699,0.362,-1.154
10.930,-26.699,0.349,-1.183
10.934,-26.736,0.316,-1.209
10.939,-26.771,0.282,-1.243
10.944,-26.813,0.199,-1.294
10.949,-26.893,0.254,-1.274
10.955,-26.907,0.243,-1.289
10.959,-26.951,0.270,-1.282
10.964,-26.935,0.240,-1.302
10.969,-26.965,0.260,-1.297
10.974,-26.973,0.265,-1.302
10.980,-26.994,0.353,-1.255
10.984,-27.023,0.335,-1.272
10.989,-26.987,0.336,-1.272
10.994,-27.010,0.335,-1.272
10.999,-26.995,0.409,-1.235
11.005,-27.017,0.437,-1.222
11.009,-27.031,0.425,-1.218
11.014,-27.017,0.395,-1.238
11.019,-27.046,0.440,-1.208
11.024,-27.040,0.457,-1.191
11.030,-27.082,0.502,-1.160
11.034,-27.082,0.505,-1.147
11.039,-27.097,0.493,-1.143
11.044,-27.104,0.534,-1.108
11.049,-27.147,0.579,-1.077
11.054,-27.176,0.627,-1.033
11.059,-27.147,0.516,-1.073
11.064,-27.162,0.514,-1.054
11.069,-27.117,0.489,-1.054
11.075,-27.133,0.510,-1.017
11.079,-27.123,0.434,-1.042
11.084,-27.152,0.401,-1.043
11.089,-27.167,0.384,-1.034
11.095,-27.167,0.367,-1.026
11.099,-27.187,0.370,-1.012
11.104,-27.180,0.322,-1.023
11.109,-27.166,0.258,-1.052
11.114,-27.186,0.237,-1.056
11.120,-27.238,0.332,-1.008
11.124,-27.273,0.325,-1.009
11.129,-27.259,0.296,-1.022
11.134,-27.273,0.277,-1.046
11.139,-27.231,0.298,-1.041
11.145,-27.245,0.332,-1.033
11.149,-27.231,0.336,-1.045
11.154,-27.216,0.331,-1.066
11.159,-27.216,0.336,-1.071
11.165,-27.202,0.345,-1.088
11.169,-27.239,0.422,-1.056
11.174,-27.203,0.403,-1.087
11.179,-27.167,0.349,-1.126
11.184,-27.167,0.373,-1.133
11.190,-27.190,0.442,-1.110
11.194,-27.255,0.509,-1.092
11.199,-27.233,0.456,-1.131
11.204,-27.233,0.505,-1.113
11.210,-27.226,0.464,-1.148
11.214,-27.242,0.556,-1.113
11.219,-27.233,0.488,-1.155
11.224,-27.220,0.515,-1.149
11.229,-27.204,0.448,-1.191
11.235,-27.233,0.504,-1.171
11.239,-27.255,0.493,-1.186
11.244,-27.233,0.500,-1.184
11.249,-27.190,0.389,-1.250
11.254,-27.203,0.374,-1.260
11.260,-27.226,0.394,-1.255
11.264,-27.261,0.391,-1.262
11.269,-27.261,0.383,-1.270
11.274,-27.269,0.347,-1.285
11.279,-27.276,0.330,-1.302
11.285,-27.298,0.367,-1.280
11.289,-27.327,0.358,-1.288
11.294,-27.312,0.359,-1.288
11.299,-27.298,0.330,-1.302
11.305,-27.305,0.337,-1.300
11.310,-27.341,0.409,-1.263
11.314,-27.341,0.387,-1.274
11.319,-27.297,0.360,-1.281
11.325,-27.276,0.307,-1.320
11.330,-27.276,0.381,-1.277
11.334,-27.277,0.395,-1.273
11.339,-27.255,0.410,-1.264
11.344,-27.241,0.380,-1.284
11.349,-27.261,0.378,-1.290
11.355,-27.277,0.436,-1.264
11.359,-27.320,0.447,-1.267
11.364,-27.313,0.483,-1.252
11.369,-27.299,0.410,-1.289
11.375,-27.299,0.459,-1.270
11.380,-27.300,0.464,-1.276
11.384,-27.307,0.523,-1.242
11.389,-27.284,0.436,-1.289
11.394,-27.299,0.434,-1.296
11.400,-27.291,0.449,-1.286
11.404,-27.271,0.463,-1.283
11.409,-27.227,0.464,-1.283
11.414,-27.219,0.399,-1.312
11.419,-27.219,0.348,-1.337
11.425,-27.232,0.357,-1.328
11.429,-27.270,0.392,-1.313
11.434,-27.262,0.409,-1.296
11.439,-27.276,0.351,-1.323
11.445,-27.247,0.322,-1.336
11.450,-27.254,0.351,-1.323
11.454,-27.261,0.382,-1.302
11.459,-27.255,0.390,-1.294
11.464,-27.305,0.347,-1.310
11.470,-27.306,0.406,-1.277
11.475,-27.319,0.406,-1.276
11.479,-27.300,0.481,-1.233
11.484,-27.262,0.409,-1.270
11.489,-27.254,0.383,-1.270
11.495,-27.218,0.340,-1.294
11.499,-27.277,0.427,-1.247
11.504,-27.270,0.435,-1.238
11.509,-27.277,0.407,-1.251
11.514,-27.270,0.408,-1.245
11.520,-27.270,0.379,-1.258
11.524,-27.270,0.446,-1.223
11.529,-27.248,0.402,-1.247
11.534,-27.255,0.417,-1.236
11.540,-27.241,0.375,-1.253
11.545,-27.284,0.447,-1.216
11.549,-27.271,0.490,-1.199
11.554,-27.242,0.463,-1.206
11.559,-27.204,0.399,-1.235
11.565,-27.190,0.363,-1.250
11.570,-27.212,0.377,-1.247
11.574,-27.183,0.423,-1.217
11.579,-27.190,0.394,-1.230
11.584,-27.175,0.382,-1.227
11.590,-27.218,0.366,-1.236
11.594,-27.219,0.405,-1.208
11.599,-27.181,0.392,-1.211
11.604,-27.189,0.358,-1.219
11.609,-27.196,0.351,-1.221
11.615,-27.261,0.396,-1.190
11.620,-27.240,0.473,-1.140
11.624,-27.233,0.452,-1.145
11.629,-27.204,0.441,-1.142
11.634,-27.203,0.363,-1.173
11.640,-27.226,0.423,-1.133
11.644,-27.168,0.390,-1.142
11.649,-27.181,0.429,-1.113
11.654,-27.152,0.373,-1.133
11.659,-27.196,0.389,-1.116
11.665,-27.181,0.427,-1.094
11.669,-27.168,0.408,-1.092
11.674,-27.167,0.388,-1.097
11.679,-27.160,0.337,-1.122
11.685,-27.210,0.381,-1.098
11.690,-27.196,0.403,-1.087
11.694,-27.210,0.425,-1.075
11.699,-27.203,0.381,-1.099
11.704,-27.232,0.365,-1.108
11.710,-27.254,0.385,-1.103
11.715,-27.239,0.436,-1.078
11.719,-27.239,0.406,-1.098
11.724,-27.181,0.393,-1.102
11.730,-27.225,0.377,-1.112
11.735,-27.225,0.421,-1.089
11.739,-27.232,0.421,-1.088
11.744,-27.232,0.408,-1.092
11.749,-27.196,0.342,-1.127
11.755,-27.238,0.363,-1.115
11.760,-27.203,0.372,-1.107
11.764,-27.196,0.379,-1.105
11.769,-27.181,0.357,-1.117
11.774,-27.196,0.328,-1.131
11.780,-27.245,0.385,-1.103
11.784,-27.254,0.363,-1.115
11.789,-27.283,0.436,-1.078
11.794,-27.238,0.369,-1.120
11.800,-27.261,0.399,-1.100
11.805,-27.254,0.389,-1.115
11.809,-27.283,0.468,-1.076
11.814,-27.261,0.409,-1.110
11.819,-27.254,0.409,-1.110
11.825,-27.275,0.414,-1.115
11.830,-27.254,0.443,-1.102
11.834,-27.254,0.426,-1.119
11.839,-27.232,0.428,-1.112
11.844,-27.210,0.383,-1.143
11.850,-27.232,0.404,-1.131
11.854,-27.268,0.453,-1.112
11.859,-27.297,0.482,-1.098
11.864,-27.248,0.431,-1.124
11.870,-27.225,0.388,-1.148
11.875,-27.212,0.417,-1.135
11.879,-27.239,0.469,-1.102
11.884,-27.210,0.449,-1.108
11.889,-27.190,0.413,-1.123
11.895,-27.181,0.437,-1.104
11.900,-27.152,0.394,-1.128
11.904,-27.182,0.454,-1.087
11.909,-27.125,0.424,-1.108
11.914,-27.074,0.399,-1.108
11.920,-27.038,0.369,-1.129
11.924,-27.059,0.413,-1.105
11.929,-27.081,0.457,-1.082
11.934,-27.016,0.385,-1.119
11.940,-26.959,0.379,-1.121
11.945,-26.923,0.362,-1.138
11.949,-26.908,0.427,-1.110
11.954,-26.859,0.390,-1.132
11.959,-26.766,0.404,-1.137
11.965,-26.685,0.359,-1.168
11.970,-26.621,0.394,-1.160
11.974,-26.564,0.427,-1.159
11.979,-26.420,0.449,-1.156
11.984,-26.233,0.383,-1.206
11.990,-26.061,0.375,-1.223
11.995,-25.933,0.431,-1.211
11.999,-25.818,0.460,-1.206
12.004,-25.624,0.422,-1.243
12.009,-25.451,0.381,-1.267
12.015,-25.286,0.378,-1.289
12.020,-25.122,0.430,-1.273
12.024,-24.964,0.444,-1.279
12.029,-24.699,0.389,-1.314
12.034,-24.527,0.369,-1.327
12.040,-24.334,0.342,-1.348
12.045,-24.199,0.466,-1.297
12.049,-23.985,0.403,-1.332
12.054,-23.720,0.400,-1.336
12.059,-23.467,0.287,-1.395
12.065,-23.261,0.378,-1.353
12.069,-23.033,0.330,-1.378
12.074,-22.768,0.350,-1.364
12.079,-22.503,0.210,-1.428
12.085,-22.260,0.201,-1.425
12.090,-22.017,0.155,-1.443
12.094,-21.796,0.153,-1.439
12.099,-21.475,0.044,-1.483
12.105,-21.181,-0.057,-1.510
12.110,-20.910,-0.116,-1.530
12.115,-20.669,-0.097,-1.515
12.119,-20.392,-0.112,-1.512
12.124,-20.041,-0.242,-1.558
12.130,-19.763,-0.301,-1.576
12.135,-19.466,-0.282,-1.567
12.140,-19.211,-0.235,-1.547
12.144,-18.848,-0.281,-1.570
12.149,-18.514,-0.339,-1.587
12.155,-18.201,-0.408,-1.620
12.160,-17.899,-0.325,-1.594
12.164,-17.593,-0.358,-1.614
12.169,-17.212,-0.340,-1.619
12.175,-16.842,-0.471,-1.674
12.180,-16.482,-0.404,-1.665
12.185,-16.136,-0.345,-1.671
12.189,-15.743,-0.270,-1.655
12.194,-15.296,-0.351,-1.701
12.200,-14.929,-0.355,-1.723
12.205,-14.542,-0.281,-1.722
12.210,-14.185,-0.173,-1.716
12.214,-13.728,-0.112,-1.725
12.220,-13.262,-0.157,-1.759
12.225,-12.819,-0.110,-1.776
12.230,-12.391,-0.029,-1.783
12.234,-11.993,0.124,-1.769
12.240,-11.500,0.094,-1.802
12.245,-11.064,0.071,-1.828
12.249,-10.608,0.112,-1.847
12.254,-10.154,0.251,-1.844
12.259,-9.636,0.335,-1.854
12.264,-9.073,0.301,-1.882
12.269,-8.553,0.231,-1.925
12.274,-8.043,0.315,-1.936
12.280,-7.575,0.406,-1.947
12.284,-7.009,0.500,-1.952
12.289,-6.454,0.438,-1.987
12.294,-5.816,0.413,-2.014
12.299,-5.208,0.479,-2.035
12.304,-4.622,0.580,-2.049
12.309,-3.999,0.619,-2.073
12.314,-3.417,0.524,-2.101
12.319,-2.788,0.556,-2.125
12.324,-2.188,0.637,-2.148
12.329,-1.512,0.811,-2.164
12.334,-0.812,0.733,-2.191
12.339,-0.104,0.663,-2.217
12.344,0.611,0.600,-2.242
12.349,1.272,0.753,-2.268
12.354,2.006,0.816,-2.294
12.359,2.755,0.797,-2.319
12.364,3.547,0.715,-2.341
12.369,4.344,0.739,-2.367
12.374,5.112,0.847,-2.402
12.379,5.952,0.844,-2.427
12.384,6.773,0.778,-2.447
12.389,7.658,0.728,-2.460
12.394,8.489,0.852,-2.499
12.399,9.383,1.041,-2.558
12.404,10.254,1.040,-2.582
12.409,11.114,0.899,-2.577
12.414,12.001,0.865,-2.595
12.419,12.906,0.964,-2.634
12.425,13.901,1.144,-2.705
12.429,14.883,1.084,-2.712
12.434,15.937,0.976,-2.704
12.439,16.928,0.938,-2.711
12.445,17.929,1.070,-2.770
12.449,18.933,1.133,-2.812
12.454,20.029,1.057,-2.810
12.459,21.234,0.939,-2.777
12.465,22.478,0.994,-2.814
12.469,23.751,1.164,-2.888
12.474,24.909,1.205,-2.923
12.479,25.967,1.135,-2.908
12.485,27.084,1.009,-2.857
12.489,28.282,1.183,-2.954
12.494,29.649,1.344,-3.035
12.499,30.819,1.441,-3.102
12.504,32.032,1.264,-3.004
12.509,33.095,1.257,-2.996
12.514,33.887,1.369,-3.058
12.519,34.570,1.487,-3.129
12.524,35.070,1.492,-3.125
12.530,35.555,1.467,-3.100
12.534,35.801,1.563,-3.140
12.539,35.792,1.641,-3.177
12.544,35.621,1.646,-3.168
12.550,35.329,1.659,-3.176
12.554,34.924,1.656,-3.160
12.559,34.350,1.541,-3.088
12.564,33.557,1.408,-3.012
12.570,32.701,1.293,-2.944
12.574,31.772,1.382,-3.009
12.579,30.936,1.408,-3.017
12.584,30.177,1.346,-2.993
12.589,29.411,1.136,-2.888
12.594,28.481,1.045,-2.866
12.599,27.437,0.985,-2.854
12.604,26.487,0.987,-2.882
12.609,25.557,0.891,-2.842
12.615,24.797,0.924,-2.869
12.619,24.014,0.983,-2.901
12.624,23.383,1.075,-2.944
12.629,22.717,1.136,-2.966
12.635,22.113,1.075,-2.931
12.639,21.564,1.074,-2.927
12.644,20.980,1.078,-2.916
12.649,20.537,1.152,-2.938
12.655,20.112,1.083,-2.907
12.659,19.759,1.002,-2.874
12.664,19.366,0.863,-2.818
12.669,18.986,0.755,-2.789
12.675,18.657,0.592,-2.743
12.679,18.342,0.445,-2.715
12.684,18.139,0.321,-2.683
12.689,17.993,0.234,-2.671
12.695,17.890,0.135,-2.657
12.699,17.777,0.065,-2.660
12.704,17.631,0.001,-2.659
12.709,17.568,-0.040,-2.667
12.714,17.461,-0.034,-2.682
12.720,17.477,-0.066,-2.691
12.724,17.421,-0.092,-2.708
12.729,17.415,-0.117,-2.717
12.734,17.378,-0.079,-2.751
12.740,17.350,-0.091,-2.769
12.745,17.343,-0.095,-2.789
12.749,17.301,-0.120,-2.806
12.754,17.339,0.055,-2.886
12.760,17.381,0.094,-2.912
12.764,17.570,0.188,-2.965
12.769,17.739,0.203,-2.985
12.774,17.948,0.347,-3.053
12.779,18.206,0.458,-3.109
12.784,18.459,0.561,-3.163
12.789,18.771,0.567,-3.189
12.794,19.069,0.552,-3.204
12.799,19.443,0.617,-3.251
12.805,19.818,0.657,-3.301
12.809,20.253,0.619,-3.317
12.814,20.713,0.470,-3.299
12.819,21.106,0.418,-3.311
12.825,21.546,0.455,-3.365
12.829,21.965,0.521,-3.432
12.834,22.472,0.503,-3.462
12.839,23.022,0.453,-3.483
12.845,23.580,0.459,-3.515
12.850,24.213,0.557,-3.598
12.854,24.778,0.621,-3.655
12.859,25.437,0.592,-3.683
