roll_actual,pitch_actual,yaw_actual,roll_cmd,pitch_cmd,yaw_cmd,throttle_cmd,throttle_1,throttle_2,throttle_3,throttle_4,roll_modeled,pitch_modeled,yaw_modeled
6.1,-1.3,-5.0,4.6,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,537.0,50478.2,-222.7
6.1,-1.3,-5.0,4.6,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,551.0,50470.0,-210.9
6.1,-1.3,-5.0,4.6,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,555.4,50461.6,-209.8
6.1,-1.3,-5.0,4.6,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,558.2,50453.2,-210.2
6.1,-1.3,-5.0,4.6,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,560.6,50444.9,-211.1
6.2,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,562.9,50436.7,-212.3
6.2,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,565.1,50428.6,-213.7
6.2,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,567.3,50420.7,-215.2
6.2,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,569.6,50412.9,-216.8
6.2,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,572.0,50405.3,-218.7
6.3,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,574.5,50397.9,-220.7
6.3,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,577.3,50390.7,-222.9
6.3,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,580.2,50383.7,-225.3
6.3,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,583.4,50377.0,-228.1
6.3,-1.3,-5.0,4.7,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,587.0,50370.5,-231.2
6.3,-1.3,-5.0,4.8,-0.0,-0.0,2.0,0.3,0.3,0.3,0.3,591.0,50364.4,-234.7
