0.3	0.8	11.8	0.2	-0.0	-0.0	2.0	28.2	27.3	28.2	29.1	0.2	-0.0	0.0
0.3	0.8	11.8	0.5	-0.0	-0.0	2.0	28.2	15.0	28.2	36.7	0.2	-0.0	0.0
0.3	0.8	11.8	0.7	-0.0	-0.0	2.0	28.2	17.2	28.2	35.0	0.2	-0.0	0.0
0.3	0.8	11.8	0.9	-0.0	-0.0	2.0	28.2	17.0	28.2	35.0	0.2	0.0	-0.0
0.3	0.8	11.8	1.1	-0.0	-0.0	2.0	28.2	17.6	28.2	34.8	0.3	0.0	-0.0
0.3	0.8	11.8	1.1	-0.0	-0.0	2.0	28.2	26.3	28.2	29.9	0.3	0.0	-0.0
0.3	0.8	11.8	1.3	-0.0	-0.0	2.0	28.2	15.0	28.2	35.6	0.4	0.0	-0.0
0.3	0.8	11.8	1.4	-0.0	-0.0	2.0	28.2	25.8	28.2	30.3	0.5	0.0	-0.0
0.3	0.8	11.8	1.6	-0.0	-0.0	2.0	28.2	18.1	28.2	34.7	0.6	0.0	-0.0
0.4	0.8	11.8	1.9	-0.0	-0.0	2.0	28.2	20.0	28.2	33.9	0.6	0.0	-0.0
0.5	0.8	11.8	2.1	-0.0	-0.0	2.0	28.2	20.4	28.2	33.7	0.7	0.0	-0.0
0.6	0.8	11.8	2.3	-0.0	-0.0	2.0	28.2	21.7	28.2	33.0	0.8	0.0	-0.0
0.7	0.8	11.8	2.5	-0.0	-0.0	2.0	28.2	22.8	28.2	32.4	0.9	0.0	-0.0
0.9	0.8	11.8	2.7	-0.0	-0.0	2.0	28.2	23.2	28.2	32.2	1.0	0.0	-0.0
0.9	0.8	11.8	2.7	-0.0	-0.0	2.0	28.2	27.9	28.2	28.5	1.1	0.0	-0.0
1.2	0.8	11.8	2.9	-0.0	-0.0	2.0	28.2	28.3	28.2	28.1	1.2	0.0	-0.0
1.5	0.8	11.8	3.1	-0.0	-0.0	2.0	28.2	26.5	28.2	29.8	1.3	0.0	-0.0
1.7	0.8	11.7	3.3	-0.0	-0.0	2.0	28.2	27.2	28.2	29.1	1.4	0.0	-0.0
2.0	0.9	11.7	3.6	-0.0	-0.0	2.0	28.2	27.1	28.2	29.2	1.5	0.0	-0.0
2.3	0.9	11.7	3.8	-0.0	-0.0	2.0	28.2	28.3	28.2	28.1	1.6	0.0	-0.0
2.6	0.9	11.6	3.8	-0.0	-0.0	2.0	28.2	33.4	28.2	21.1	1.7	0.0	-0.0
2.9	0.9	11.6	4.0	-0.0	-0.0	2.0	28.2	28.7	28.2	27.7	1.8	0.0	-0.0
3.2	0.9	11.6	4.3	-0.0	-0.0	2.0	28.2	29.7	28.2	26.6	1.9	0.0	-0.0
3.5	0.9	11.5	4.5	-0.0	-0.0	2.0	28.2	29.5	28.2	26.8	1.9	0.0	-0.0
3.8	0.9	11.5	4.5	-0.0	-0.0	2.0	28.2	34.6	28.2	18.1	2.0	0.0	-0.0
4.2	0.9	11.4	4.7	-0.0	-0.0	2.0	28.2	30.9	28.2	25.1	2.2	0.0	-0.0
4.5	0.9	11.4	4.9	-0.0	-0.0	2.0	28.2	30.3	28.2	25.8	2.2	0.0	-0.0
4.9	1.0	11.3	5.1	-0.0	-0.0	2.0	28.2	30.6	28.2	25.4	2.3	0.0	-0.0
5.2	1.0	11.3	5.2	-0.0	-0.0	2.0	28.2	35.0	28.2	17.0	2.4	0.0	-0.0
5.5	1.0	11.2	5.3	-0.0	-0.0	2.0	28.2	30.8	28.2	25.2	2.5	0.0	-0.0
