0.2	0.8	7.9	0.1	-0.0	-0.0	2.0	28.2	27.3	28.2	29.1	0.1	-0.0	0.0
0.2	0.8	7.9	0.2	-0.0	-0.0	2.0	28.2	22.3	28.2	32.7	0.1	-0.0	0.0
0.2	0.8	7.9	0.3	-0.0	-0.0	2.0	28.2	23.8	28.2	31.8	0.1	-0.0	0.0
0.1	0.8	7.9	0.3	-0.0	-0.0	2.0	28.2	27.0	28.2	29.3	0.1	-0.0	0.0
0.1	0.9	7.9	0.4	-0.0	-0.0	2.0	28.2	23.6	28.2	31.9	0.1	-0.0	0.0
0.1	0.8	7.9	0.6	-0.0	-0.0	2.0	28.2	22.8	28.2	32.4	0.2	-0.0	0.0
0.1	0.8	7.9	0.7	-0.0	-0.0	2.0	28.2	22.9	28.2	32.3	0.2	-0.0	0.0
0.1	0.9	7.9	0.7	-0.0	-0.0	2.0	28.2	26.9	28.2	29.4	0.2	-0.0	0.0
0.2	0.8	7.9	0.8	-0.0	-0.0	2.0	28.2	23.3	28.2	32.1	0.3	-0.0	0.0
0.2	0.8	7.9	0.9	-0.0	-0.0	2.0	28.2	24.2	28.2	31.5	0.3	-0.0	0.0
0.2	0.8	7.9	1.1	-0.0	-0.0	2.0	28.2	23.8	28.2	31.8	0.4	-0.0	0.0
0.3	0.8	7.9	1.1	-0.0	-0.0	2.0	28.2	27.8	28.2	28.6	0.4	-0.0	0.0
0.3	0.8	7.9	1.2	-0.0	-0.0	2.0	28.2	24.8	28.2	31.1	0.5	-0.0	0.0
0.4	0.8	7.9	1.3	-0.0	-0.0	2.0	28.2	24.7	28.2	31.2	0.5	-0.0	0.0
0.4	0.8	7.8	1.4	-0.0	-0.0	2.0	28.2	25.5	28.2	30.6	0.5	-0.0	0.0
0.5	0.8	7.8	1.4	-0.0	-0.0	2.0	28.2	28.6	28.2	27.8	0.6	-0.0	0.0
0.6	0.8	7.8	1.5	-0.0	-0.0	2.0	28.2	25.9	28.2	30.2	0.6	-0.0	0.0
0.7	0.9	7.8	1.6	-0.0	-0.0	2.0	28.2	26.3	28.2	30.0	0.7	-0.0	0.0
0.8	0.9	7.8	1.8	-0.0	-0.0	2.0	28.2	26.0	28.2	30.2	0.7	-0.0	0.0
0.9	0.9	7.8	1.9	-0.0	-0.0	2.0	28.2	26.5	28.2	29.8	0.8	-0.0	0.0
1.0	0.9	7.8	1.9	-0.0	-0.0	2.0	28.2	29.7	28.2	26.6	0.8	-0.0	0.0
1.1	0.9	7.8	2.0	-0.0	-0.0	2.0	28.2	27.1	28.2	29.2	0.9	-0.0	0.0
1.2	0.9	7.8	2.1	-0.0	-0.0	2.0	28.2	27.1	28.2	29.3	0.9	-0.0	0.0
1.3	0.9	7.8	2.2	-0.0	-0.0	2.0	28.2	27.3	28.2	29.0	1.0	-0.0	0.0
1.4	0.9	7.8	2.2	-0.0	-0.0	2.0	28.2	29.7	28.2	26.6	1.0	-0.0	0.0
1.6	0.9	7.8	2.3	-0.0	-0.0	2.0	28.2	27.7	28.2	28.7	1.1	-0.0	0.0
1.7	0.9	7.8	2.4	-0.0	-0.0	2.0	28.2	28.1	28.2	28.3	1.1	-0.0	0.0
1.8	0.9	7.8	2.5	-0.0	-0.0	2.0	28.2	27.5	28.2	28.9	1.2	-0.0	0.0
2.0	0.9	7.8	2.5	-0.0	-0.0	2.0	28.2	30.4	28.2	25.7	1.2	-0.0	0.0
2.1	0.9	7.8	2.6	-0.0	-0.0	2.0	28.2	28.2	28.2	28.2	1.3	-0.0	0.0
2.2	0.9	7.7	2.7	-0.0	-0.0	2.0	28.2	27.9	28.2	28.5	1.3	-0.0	0.0
2.3	0.9	7.7	2.8	-0.0	-0.0	2.0	28.2	27.8	28.2	28.6	1.3	-0.0	0.0
2.5	0.9	7.7	2.9	-0.0	-0.0	2.0	28.2	27.8	28.2	28.6	1.4	-0.0	0.0
2.6	0.9	7.7	3.0	-0.0	-0.0	2.0	28.2	30.4	28.2	25.8	1.5	-0.0	0.0
2.7	0.9	7.7	3.0	-0.0	-0.0	2.0	28.2	27.6	28.2	28.8	1.5	-0.0	0.0
2.8	0.9	7.7	3.1	-0.0	-0.0	2.0	28.2	27.5	28.2	28.9	1.6	-0.0	0.0
2.9	0.9	7.7	3.2	-0.0	-0.0	2.0	28.2	27.7	28.2	28.7	1.6	-0.0	0.0
3.0	0.9	7.7	3.2	-0.0	-0.0	2.0	28.2	29.9	28.2	26.4	1.6	-0.0	0.0
3.1	0.9	7.7	3.3	-0.0	-0.0	2.0	28.2	27.4	28.2	29.0	1.7	-0.0	0.0
3.2	0.9	7.7	3.4	-0.0	-0.0	2.0	28.2	27.2	28.2	29.2	1.7	-0.0	0.0
3.2	1.0	7.7	3.5	-0.0	-0.0	2.0	28.2	27.0	28.2	29.3	1.8	-0.0	0.0
3.3	1.0	7.7	3.6	-0.0	-0.0	2.0	28.2	27.3	28.2	29.1	1.8	-0.0	0.0
3.4	1.0	7.6	3.6	-0.0	-0.0	2.0	28.2	28.8	28.2	27.6	1.9	-0.0	0.0
3.5	1.0	7.6	3.7	-0.0	-0.0	2.0	28.2	26.9	28.2	29.4	1.9	-0.0	0.0
3.5	1.0	7.6	3.8	-0.0	-0.0	2.0	28.2	27.0	28.2	29.3	2.0	-0.0	0.0
3.6	1.0	7.6	3.8	-0.0	-0.0	2.0	28.2	26.4	28.2	29.8	2.0	-0.0	0.0
3.6	0.9	7.6	3.8	-0.0	-0.0	2.0	28.2	28.8	28.2	27.5	2.1	-0.0	0.0
